,TEAM,MINS,FGM,FGA,FG%,2PM,2PA,2P%,3PM,3PA,3P%,FTM,FTA,FT%,PTS,OFF,DEF,REB,AST,TO,STL,BLK,STK,PF,Fls on:,+/-,GW,GP
A. Acop,AU,45.4499999999,3.0,13.0,23.076923076923077,3.0,10.0,30.0,0.0,3.0,0.0,3.0,4.0,75.0,9.0,5.0,4.0,9.0,8.0,1.0,3.0,0.0,3.0,4.0,5.0,9.0,1.0,9.0
E. Geronimo,AU,319.4666666667,42.0,84.0,50.0,37.0,66.0,56.06060606060606,5.0,18.0,27.77777777777778,13.0,25.0,52.0,102.0,13.0,23.0,36.0,27.0,23.0,11.0,3.0,14.0,17.0,19.0,-7.0,6.0,16.0
D. Miller,AU,26.1166666666,1.0,6.0,16.666666666666668,0.0,2.0,0.0,1.0,4.0,25.0,2.0,4.0,50.0,5.0,1.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,-7.0,2.0,4.0
J. Camay,AU,179.68333333330003,23.0,47.0,48.93617021276596,20.0,33.0,60.60606060606061,3.0,14.0,21.428571428571427,11.0,16.0,68.75,60.0,6.0,13.0,19.0,16.0,15.0,6.0,0.0,6.0,23.0,19.0,14.0,4.0,12.0
C. Libang,AU,17.2666666666,3.0,6.0,50.0,3.0,6.0,50.0,0.0,0.0,0.0,1.0,3.0,33.333333333333336,7.0,2.0,1.0,3.0,1.0,0.0,3.0,0.0,3.0,2.0,2.0,-15.0,2.0,4.0
J. Capulong,AU,109.1,12.0,36.0,33.333333333333336,11.0,27.0,40.74074074074074,1.0,9.0,11.11111111111111,8.0,14.0,57.142857142857146,33.0,4.0,23.0,27.0,2.0,10.0,8.0,5.0,13.0,12.0,10.0,-11.0,2.0,4.0
C. Hernal,AU,183.9000000001,20.0,50.0,40.0,20.0,46.0,43.47826086956522,0.0,4.0,0.0,21.0,36.0,58.333333333333336,61.0,24.0,32.0,56.0,15.0,9.0,12.0,9.0,21.0,28.0,26.0,-3.0,4.0,11.0
J. Dela Cruz,AU,11.6666666667,1.0,4.0,25.0,1.0,4.0,25.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,-14.0,2.0,5.0
J. Espiritu,AU,16.366666666500002,1.0,5.0,20.0,0.0,3.0,0.0,1.0,2.0,50.0,0.0,0.0,0.0,3.0,0.0,2.0,2.0,3.0,1.0,0.0,0.0,0.0,4.0,0.0,-26.0,0.0,7.0
J. Hernal,AU,61.199999999999996,5.0,15.0,33.333333333333336,5.0,13.0,38.46153846153846,0.0,2.0,0.0,8.0,18.0,44.44444444444444,18.0,9.0,7.0,16.0,2.0,3.0,2.0,2.0,4.0,9.0,13.0,-2.0,2.0,4.0
J. Libang,AU,76.7333333335,11.0,25.0,44.0,11.0,23.0,47.82608695652174,0.0,2.0,0.0,1.0,6.0,16.666666666666668,23.0,7.0,10.0,17.0,3.0,5.0,4.0,0.0,4.0,12.0,9.0,-15.0,4.0,11.0
J. Ongotan,AU,289.0499999999,53.0,140.0,37.857142857142854,48.0,104.0,46.15384615384615,5.0,36.0,13.88888888888889,31.0,41.0,75.60975609756098,142.0,29.0,35.0,64.0,26.0,18.0,22.0,5.0,27.0,28.0,37.0,-5.0,4.0,12.0
B. Rosalin,AU,5.2333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-12.0,2.0,3.0
K. Flores,AU,37.46666666670001,6.0,18.0,33.333333333333336,5.0,12.0,41.666666666666664,1.0,6.0,16.666666666666668,0.0,1.0,0.0,13.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,6.0,1.0,-20.0,3.0,6.0
B. Valencia,AU,119.44999999999999,18.0,52.0,34.61538461538461,15.0,34.0,44.11764705882353,3.0,18.0,16.666666666666668,12.0,18.0,66.66666666666667,51.0,7.0,13.0,20.0,15.0,7.0,9.0,1.0,10.0,7.0,15.0,-7.0,2.0,4.0
G. Borromeo,AU,220.6833333333,18.0,46.0,39.130434782608695,18.0,41.0,43.90243902439025,0.0,5.0,0.0,3.0,11.0,27.272727272727273,39.0,12.0,30.0,42.0,24.0,8.0,13.0,0.0,13.0,24.0,14.0,-1.0,4.0,12.0
Y. Camay,AU,49.2,4.0,15.0,26.666666666666668,3.0,7.0,42.857142857142854,1.0,8.0,12.5,6.0,10.0,60.0,15.0,0.0,3.0,3.0,7.0,3.0,1.0,1.0,2.0,5.0,8.0,-3.0,2.0,4.0
M. Vinoya,AU,387.5833333334,60.0,144.0,41.666666666666664,43.0,84.0,51.19047619047619,17.0,60.0,28.333333333333332,22.0,42.0,52.38095238095238,159.0,10.0,59.0,69.0,27.0,31.0,18.0,4.0,22.0,36.0,35.0,2.0,6.0,16.0
A. Borromeo,AU,60.95,7.0,11.0,63.63636363636363,7.0,10.0,70.0,0.0,1.0,0.0,1.0,2.0,50.0,15.0,6.0,6.0,12.0,4.0,2.0,2.0,1.0,3.0,7.0,7.0,0.0,2.0,4.0
R. Abiera,AU,191.2666666665,25.0,96.0,26.041666666666668,10.0,34.0,29.41176470588235,15.0,62.0,24.193548387096776,23.0,32.0,71.875,88.0,5.0,17.0,22.0,11.0,12.0,7.0,1.0,8.0,15.0,18.0,-48.0,6.0,15.0
T. Ongotan,AU,111.8333333333,20.0,48.0,41.666666666666664,19.0,36.0,52.77777777777778,1.0,12.0,8.333333333333334,11.0,21.0,52.38095238095238,52.0,12.0,17.0,29.0,5.0,6.0,7.0,3.0,10.0,9.0,18.0,-8.0,2.0,4.0
T. Valencia,AU,283.1333333334,47.0,122.0,38.52459016393443,41.0,94.0,43.61702127659574,6.0,28.0,21.428571428571427,23.0,44.0,52.27272727272727,123.0,12.0,34.0,46.0,22.0,18.0,13.0,3.0,16.0,24.0,35.0,-37.0,4.0,12.0
W. Miller,AU,98.5000000001,13.0,34.0,38.23529411764706,12.0,29.0,41.37931034482759,1.0,5.0,20.0,2.0,3.0,66.66666666666667,29.0,7.0,12.0,19.0,4.0,6.0,5.0,0.0,5.0,6.0,8.0,-3.0,3.0,11.0
L. Capulong,AU,292.5500000001,58.0,128.0,45.3125,51.0,102.0,50.0,7.0,26.0,26.923076923076923,32.0,61.0,52.459016393442624,155.0,20.0,51.0,71.0,11.0,10.0,11.0,11.0,22.0,35.0,61.0,-41.0,4.0,12.0
X. Estacio,AU,26.5333333334,2.0,6.0,33.333333333333336,2.0,6.0,33.333333333333336,0.0,0.0,0.0,2.0,4.0,50.0,6.0,1.0,4.0,5.0,0.0,1.0,1.0,0.0,1.0,5.0,5.0,-16.0,1.0,7.0
A. De Leon,AU,27.4499999999,2.0,5.0,40.0,1.0,2.0,50.0,1.0,3.0,33.333333333333336,3.0,4.0,75.0,8.0,1.0,2.0,3.0,5.0,2.0,3.0,0.0,3.0,3.0,4.0,1.0,1.0,6.0
G. Cometa,CSB,274.28333333319995,57.0,121.0,47.107438016528924,43.0,79.0,54.43037974683544,14.0,42.0,33.333333333333336,12.0,19.0,63.1578947368421,140.0,18.0,23.0,41.0,33.0,29.0,12.0,0.0,12.0,24.0,14.0,66.0,13.0,16.0
I. Galas,CSB,10.35,2.0,5.0,40.0,2.0,4.0,50.0,0.0,1.0,0.0,3.0,4.0,75.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,3.0,-19.0,3.0,3.0
I. Torres,CSB,278.1833333332,43.0,113.0,38.05309734513274,22.0,49.0,44.89795918367347,21.0,64.0,32.8125,14.0,19.0,73.6842105263158,121.0,8.0,28.0,36.0,37.0,25.0,17.0,3.0,20.0,22.0,20.0,169.0,13.0,16.0
J. Ancheta,CSB,259.11666666670004,41.0,89.0,46.06741573033708,33.0,57.0,57.89473684210526,8.0,32.0,25.0,18.0,27.0,66.66666666666667,108.0,5.0,32.0,37.0,36.0,29.0,7.0,0.0,7.0,22.0,37.0,27.0,12.0,15.0
J. Arciaga,CSB,7.0166666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,-3.0,2.0,2.0
M. Oli,CSB,135.0999999999,19.0,48.0,39.583333333333336,8.0,14.0,57.142857142857146,11.0,34.0,32.35294117647059,6.0,8.0,75.0,55.0,12.0,7.0,19.0,7.0,3.0,2.0,0.0,2.0,24.0,9.0,28.0,11.0,14.0
J. Eusebio,CSB,197.5000000001,25.0,75.0,33.333333333333336,15.0,27.0,55.55555555555556,10.0,48.0,20.833333333333332,11.0,25.0,44.0,71.0,15.0,46.0,61.0,11.0,10.0,4.0,7.0,11.0,19.0,20.0,71.0,13.0,16.0
R. Ondoa,CSB,123.70000000010002,22.0,38.0,57.89473684210526,21.0,35.0,60.0,1.0,3.0,33.333333333333336,3.0,7.0,42.857142857142854,48.0,14.0,24.0,38.0,2.0,9.0,3.0,3.0,6.0,12.0,5.0,61.0,12.0,14.0
J. Morales,CSB,170.61666666669998,13.0,52.0,25.0,5.0,14.0,35.714285714285715,8.0,38.0,21.05263157894737,4.0,8.0,50.0,38.0,7.0,23.0,30.0,8.0,6.0,3.0,1.0,4.0,18.0,5.0,17.0,12.0,15.0
G. Carillo,CSB,14.6,2.0,5.0,40.0,2.0,4.0,50.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,2.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-8.0,3.0,3.0
M. Sangco,CSB,304.0499999998,29.0,74.0,39.189189189189186,22.0,51.0,43.13725490196079,7.0,23.0,30.434782608695652,15.0,28.0,53.57142857142857,80.0,15.0,51.0,66.0,21.0,11.0,11.0,5.0,16.0,21.0,18.0,55.0,13.0,16.0
J. Sanchez,CSB,376.03333333319995,60.0,118.0,50.847457627118644,57.0,92.0,61.95652173913044,3.0,26.0,11.538461538461538,41.0,59.0,69.49152542372882,164.0,35.0,57.0,92.0,37.0,39.0,17.0,8.0,25.0,37.0,49.0,84.0,13.0,16.0
J. Cajucom,CSB,165.4,11.0,39.0,28.205128205128204,6.0,21.0,28.571428571428573,5.0,18.0,27.77777777777778,6.0,10.0,60.0,33.0,2.0,11.0,13.0,11.0,10.0,8.0,2.0,10.0,15.0,13.0,1.0,12.0,15.0
W. Ynot,CSB,281.0500000001,46.0,113.0,40.70796460176991,29.0,51.0,56.86274509803921,17.0,62.0,27.419354838709676,16.0,21.0,76.19047619047619,125.0,19.0,47.0,66.0,52.0,30.0,18.0,0.0,18.0,16.0,15.0,110.0,10.0,12.0
