,2PM,2PA,3PM,3PA,FTM,FTA,OFF,DEF,AST,TO,STL,BLK,PF,Fls on:,+/-,GW,GP,MINS,FGM,FGA,FG%,2P%,3P%,FT%,PTS,REB,STK
AU,140.0,312.0,56.0,183.0,119.0,170.0,71.0,214.0,123.0,108.0,50.0,30.0,161.0,139.0,7.0,66.0,7.0,1400.0,196.0,495.0,39.5959595959596,44.87179487179487,30.601092896174862,70.0,567.0,285.0,80.0
EAC,131.0,300.0,47.0,184.0,114.0,182.0,97.0,226.0,115.0,101.0,47.0,24.0,155.0,158.0,11.0,53.0,7.0,1400.0,178.0,484.0,36.77685950413223,43.666666666666664,25.543478260869566,62.637362637362635,517.0,323.0,71.0
SBU,113.0,270.0,56.0,229.0,78.0,119.0,76.0,182.0,104.0,62.0,40.0,21.0,157.0,125.0,-25.0,38.0,7.0,1400.0,169.0,499.0,33.86773547094188,41.851851851851855,24.45414847161572,65.54621848739495,472.0,258.0,61.0
CSJL,165.0,385.0,52.0,225.0,104.0,165.0,115.0,196.0,121.0,82.0,64.0,24.0,151.0,163.0,-4.0,37.0,8.0,1600.0,217.0,610.0,35.57377049180328,42.857142857142854,23.11111111111111,63.03030303030303,590.0,311.0,88.0
MU,122.0,291.0,46.0,153.0,138.0,197.0,66.0,187.0,106.0,94.0,52.0,21.0,134.0,162.0,-22.0,23.0,7.0,1400.0,168.0,444.0,37.83783783783784,41.92439862542955,30.065359477124183,70.05076142131979,520.0,253.0,73.0
CSB,140.0,312.0,41.0,208.0,76.0,130.0,85.0,146.0,83.0,83.0,63.0,23.0,136.0,130.0,-92.0,14.0,7.0,1400.0,181.0,520.0,34.80769230769231,44.87179487179487,19.71153846153846,58.46153846153846,479.0,231.0,86.0
LPU,170.0,311.0,58.0,189.0,112.0,178.0,94.0,209.0,131.0,92.0,45.0,23.0,154.0,151.0,21.0,57.0,7.0,1400.0,228.0,500.0,45.6,54.662379421221864,30.687830687830687,62.92134831460674,626.0,303.0,68.0
JRU,166.0,320.0,46.0,152.0,107.0,152.0,78.0,170.0,97.0,95.0,60.0,24.0,173.0,139.0,34.0,69.0,7.0,1400.0,212.0,472.0,44.91525423728814,51.875,30.263157894736842,70.39473684210526,577.0,248.0,84.0
UPHSD,129.0,293.0,49.0,211.0,78.0,132.0,96.0,200.0,99.0,92.0,64.0,18.0,134.0,120.0,10.0,38.0,7.0,1400.0,178.0,504.0,35.317460317460316,44.027303754266214,23.222748815165875,59.09090909090909,483.0,296.0,82.0
SSCR,184.0,345.0,52.0,181.0,162.0,248.0,87.0,254.0,163.0,140.0,53.0,27.0,162.0,207.0,60.0,77.0,8.0,1600.0,236.0,526.0,44.866920152091254,53.333333333333336,28.7292817679558,65.3225806451613,686.0,341.0,80.0
League,146.0,313.9,50.3,191.5,108.8,167.3,86.5,198.4,114.2,94.9,53.8,23.5,151.7,149.4,0.0,47.2,7.2,1440.0,196.3,505.4,38.8405223585279,46.51162790697675,26.266318537859007,65.03287507471607,551.6999999999999,284.9,77.3
