,TEAM,MINS,FGM,FGA,FG%,2PM,2PA,2P%,3PM,3PA,3P%,FTM,FTA,FT%,PTS,OFF,DEF,REB,AST,TO,STL,BLK,STK,PF,Fls on:,+/-,GW,GP
A. Acop,AU,36.116666666600004,3.0,10.0,30.0,3.0,7.0,42.857142857142854,0.0,3.0,0.0,1.0,2.0,50.0,7.0,3.0,3.0,6.0,6.0,1.0,3.0,0.0,3.0,4.0,3.0,7.0,1.0,6.0
C. Libang,AU,59.4166666668,9.0,18.0,50.0,9.0,18.0,50.0,0.0,0.0,0.0,1.0,5.0,20.0,19.0,7.0,8.0,15.0,2.0,3.0,3.0,0.0,3.0,9.0,7.0,-1.0,3.0,8.0
J. Capulong,AU,204.98333333340003,37.0,81.0,45.67901234567901,35.0,72.0,48.611111111111114,2.0,9.0,22.22222222222222,25.0,45.0,55.55555555555556,101.0,10.0,36.0,46.0,10.0,7.0,9.0,8.0,17.0,24.0,42.0,-17.0,3.0,9.0
J. De Leon,AU,22.8333333333,2.0,4.0,50.0,1.0,2.0,50.0,1.0,2.0,50.0,1.0,2.0,50.0,6.0,1.0,2.0,3.0,5.0,1.0,2.0,0.0,2.0,3.0,3.0,8.0,1.0,4.0
J. Dela Cruz,AU,11.6666666667,1.0,4.0,25.0,1.0,4.0,25.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,-14.0,2.0,5.0
B. Rosalin,AU,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-6.0,1.0,2.0
J. Espiritu,AU,10.2999999999,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,-24.0,0.0,5.0
K. Vinoya,AU,225.1166666667,35.0,81.0,43.20987654320987,22.0,47.0,46.808510638297875,13.0,34.0,38.23529411764706,14.0,29.0,48.275862068965516,97.0,4.0,36.0,40.0,14.0,21.0,11.0,2.0,13.0,21.0,23.0,-10.0,3.0,9.0
R. Abiera,AU,111.86666666660001,17.0,53.0,32.075471698113205,6.0,19.0,31.57894736842105,11.0,34.0,32.35294117647059,16.0,22.0,72.72727272727273,61.0,3.0,11.0,14.0,2.0,9.0,4.0,1.0,5.0,9.0,13.0,-21.0,3.0,8.0
J. Hernal,AU,168.0666666667,19.0,48.0,39.583333333333336,19.0,44.0,43.18181818181818,0.0,4.0,0.0,20.0,34.0,58.8235294117647,58.0,23.0,31.0,54.0,15.0,9.0,12.0,9.0,21.0,25.0,25.0,21.0,3.0,9.0
A. Estacio,AU,24.2166666667,2.0,6.0,33.333333333333336,2.0,6.0,33.333333333333336,0.0,0.0,0.0,1.0,2.0,50.0,5.0,1.0,3.0,4.0,0.0,1.0,1.0,0.0,1.0,5.0,3.0,-12.0,1.0,6.0
Y. Camay,AU,150.1999999999,20.0,39.0,51.282051282051285,17.0,27.0,62.96296296296296,3.0,12.0,25.0,9.0,13.0,69.23076923076923,52.0,3.0,12.0,15.0,14.0,14.0,5.0,0.0,5.0,18.0,13.0,-5.0,3.0,9.0
A. Borromeo,AU,156.6333333333,12.0,35.0,34.285714285714285,12.0,32.0,37.5,0.0,3.0,0.0,2.0,9.0,22.22222222222222,26.0,9.0,24.0,33.0,13.0,8.0,7.0,0.0,7.0,15.0,11.0,2.0,3.0,9.0
W. Miller,AU,75.0000000001,8.0,23.0,34.78260869565217,8.0,19.0,42.10526315789474,0.0,4.0,0.0,2.0,3.0,66.66666666666667,18.0,3.0,6.0,9.0,3.0,6.0,4.0,0.0,4.0,6.0,7.0,-5.0,2.0,8.0
T. Ongotan,AU,223.09999999989998,43.0,114.0,37.719298245614034,38.0,82.0,46.34146341463415,5.0,32.0,15.625,24.0,30.0,80.0,115.0,20.0,26.0,46.0,22.0,12.0,17.0,2.0,19.0,20.0,26.0,9.0,3.0,9.0
E. Geronimo,AU,152.0666666667,24.0,36.0,66.66666666666667,21.0,31.0,67.74193548387096,3.0,5.0,60.0,6.0,11.0,54.54545454545455,57.0,6.0,9.0,15.0,9.0,10.0,2.0,1.0,3.0,9.0,10.0,30.0,3.0,9.0
S. Valencia,AU,213.79999999999998,33.0,91.0,36.26373626373626,31.0,70.0,44.285714285714285,2.0,21.0,9.523809523809524,12.0,29.0,41.37931034482759,80.0,8.0,28.0,36.0,15.0,15.0,12.0,1.0,13.0,16.0,25.0,-17.0,3.0,9.0
E. Serrano,CSB,18.0666666667,4.0,5.0,80.0,4.0,5.0,80.0,0.0,0.0,0.0,4.0,4.0,100.0,12.0,3.0,4.0,7.0,1.0,0.0,1.0,2.0,3.0,2.0,3.0,10.0,4.0,4.0
J. Sanchez,CSB,191.9499999999,24.0,52.0,46.15384615384615,24.0,45.0,53.333333333333336,0.0,7.0,0.0,29.0,41.0,70.73170731707317,77.0,16.0,29.0,45.0,16.0,18.0,8.0,5.0,13.0,19.0,30.0,37.0,6.0,8.0
W. Ynot,CSB,191.06666666670003,34.0,82.0,41.46341463414634,20.0,38.0,52.63157894736842,14.0,44.0,31.818181818181817,9.0,12.0,75.0,91.0,14.0,33.0,47.0,33.0,22.0,11.0,0.0,11.0,13.0,9.0,82.0,6.0,7.0
R. Ondoa,CSB,45.483333333400005,6.0,12.0,50.0,5.0,10.0,50.0,1.0,2.0,50.0,0.0,0.0,0.0,13.0,2.0,1.0,3.0,0.0,6.0,1.0,1.0,2.0,3.0,0.0,21.0,5.0,6.0
