TEAM,2PM,2PA,3PM,3PA,FTM,FTA,OFF,DEF,AST,TO,STL,BLK,PF,Fls on:,+/-,GW,GP,MINS,FGM,FGA,FG%,2P%,3P%,FT%,PTS,REB,STK
CSB,19.875,45.0,6.25,26.625,11.625,19.1875,11.25,21.625,13.375,10.8125,8.875,2.9375,19.875,18.6875,-10.0625,35.0,16.0,200.0,26.125,71.625,36.4746945899,44.1666666667,23.4741784038,60.5863192182,70.125,32.875,11.8125
SBU,16.1875,37.75,7.4375,30.0,10.75,16.375,10.1875,24.25,14.0625,10.1875,6.125,2.6875,19.375,17.8125,-5.3125,72.0,16.0,200.0,23.625,67.75,34.8708487085,42.880794702,24.7916666667,65.6488549618,65.4375,34.4375,8.8125
MU,18.5625,41.5,5.8125,21.25,17.1875,26.4375,9.25,24.875,14.9375,13.6875,7.125,2.9375,19.25,22.625,-3.5,35.0,16.0,200.0,24.375,62.75,38.8446215139,44.7289156627,27.3529411765,65.011820331,71.75,34.125,10.0625
League,20.04320987654321,42.90740740740741,7.074074074074074,26.04320987654321,14.506172839506174,22.54320987654321,11.580246913580247,26.746913580246915,16.660493827160494,13.395061728395062,7.580246913580247,3.0185185185185186,20.71604938271605,20.45679012345679,-0.0012345679012345679,104.5,16.2,200.0,27.117283950617285,68.95061728395062,39.3285586392,46.7127032082,27.162834795,64.3483023001,75.81481481481482,38.32716049382716,10.598765432098766
LPU,22.5,42.875,7.625,26.25,14.0,22.5,12.3125,28.625,19.375,14.3125,6.625,3.1875,22.4375,19.6875,0.5,102.0,16.0,200.0,30.125,69.125,43.5804701627,52.4781341108,29.0476190476,62.2222222222,81.875,40.9375,9.8125
EAC,17.9375,43.0,7.625,28.4375,16.1875,25.4375,14.0625,30.375,16.8125,13.5625,7.1875,3.375,21.5625,21.9375,0.875,110.0,16.0,200.0,25.5625,71.4375,35.7830271216,41.7151162791,26.8131868132,63.6363636364,74.9375,44.4375,10.5625
CSJL,21.294117647058822,47.1764705882353,6.9411764705882355,27.529411764705884,13.882352941176471,20.88235294117647,13.588235294117647,25.823529411764707,18.529411764705884,11.470588235294118,8.529411764705882,2.6470588235294117,19.88235294117647,20.058823529411764,2.176470588235294,112.0,17.0,200.0,28.235294117647058,74.70588235294117,37.7952755906,45.1371571072,25.2136752137,66.4788732394,77.29411764705883,39.411764705882355,11.176470588235293
UPHSD,15.941176470588236,37.411764705882355,8.764705882352942,31.352941176470587,10.647058823529411,17.529411764705884,12.117647058823529,25.352941176470587,15.647058823529411,13.294117647058824,9.411764705882353,2.235294117647059,19.11764705882353,16.941176470588236,2.7058823529411766,144.0,17.0,200.0,24.705882352941178,68.76470588235294,35.9281437126,42.6100628931,27.9549718574,60.7382550336,68.82352941176471,37.470588235294116,11.647058823529411
AU,21.4375,46.25,7.0,23.25,15.6875,22.8125,11.5625,30.8125,18.4375,16.1875,7.0,3.25,23.75,19.9375,3.4375,135.0,16.0,200.0,28.4375,69.5,40.9172661871,46.3513513514,30.1075268817,68.7671232877,79.5625,42.375,10.25
SSCR,23.0625,43.25,7.1875,23.5,19.875,31.0,10.875,31.125,21.4375,16.9375,6.5,3.4375,19.125,25.375,4.2875,145.0,16.0,200.0,30.25,66.75,45.3183520599,53.323699422,30.585106383,64.1129032258,87.5625,42.0,9.9375
JRU,23.8125,44.9375,6.0,21.8125,15.5,23.6875,10.4375,24.75,13.9375,13.625,8.25,3.5625,22.9375,21.75,4.575,155.0,16.0,200.0,29.8125,66.75,44.6629213483,52.9902642559,27.5071633238,65.4353562005,81.125,35.1875,11.8125
