TEAM,2PM,2PA,3PM,3PA,FTM,FTA,OFF,DEF,AST,TO,STL,BLK,PF,Fls on:,+/-,GW,GP,MINS,FGM,FGA,FG%,2P%,3P%,FT%,PTS,REB,STK
CSB,20.307692307692307,45.84615384615385,5.846153846153846,26.692307692307693,12.076923076923077,20.615384615384617,12.153846153846153,21.53846153846154,12.76923076923077,11.461538461538462,9.153846153846153,3.1538461538461537,20.307692307692307,19.53846153846154,-11.76923076923077,25.0,13.0,200.0,26.153846153846153,72.53846153846153,36.0551431601,44.2953020134,21.9020172911,58.5820895522,70.23076923076923,33.69230769230769,12.307692307692308
SBU,15.538461538461538,38.07692307692308,7.615384615384615,30.692307692307693,10.923076923076923,16.384615384615383,11.0,25.153846153846153,13.923076923076923,9.76923076923077,6.153846153846154,2.6153846153846154,19.0,17.76923076923077,-3.5384615384615383,62.0,13.0,200.0,23.153846153846153,68.76923076923077,33.6689038031,40.8080808081,24.8120300752,66.6666666667,64.84615384615384,36.15384615384615,8.76923076923077
MU,18.0,41.53846153846154,6.230769230769231,21.692307692307693,18.384615384615383,28.076923076923077,8.846153846153847,24.615384615384617,14.692307692307692,12.615384615384615,7.615384615384615,2.6923076923076925,20.46153846153846,23.23076923076923,-3.0,35.0,13.0,200.0,24.23076923076923,63.23076923076923,38.3211678832,43.3333333333,28.7234042553,65.4794520548,73.07692307692308,33.46153846153846,10.307692307692308
League,20.02238805970149,43.32089552238806,7.1940298507462686,26.223880597014922,14.76865671641791,23.05223880597015,11.895522388059701,26.96268656716418,16.41044776119403,13.395522388059701,7.649253731343284,3.059701492537313,20.992537313432837,20.70149253731343,-0.0014925373134328358,87.2,13.4,200.0,27.21641791044776,69.54477611940298,39.1351003327,46.2187769165,27.4331246443,64.0660407899,76.3955223880597,38.85820895522388,10.708955223880597
EAC,18.076923076923077,43.53846153846154,7.769230769230769,27.46153846153846,16.923076923076923,26.692307692307693,14.307692307692308,30.307692307692307,17.076923076923077,14.23076923076923,7.384615384615385,3.3076923076923075,22.384615384615383,22.307692307692307,0.3076923076923077,95.0,13.0,200.0,25.846153846153847,71.0,36.4030335861,41.519434629,28.2913165266,63.4005763689,76.38461538461539,44.61538461538461,10.692307692307692
UPHSD,15.571428571428571,37.57142857142857,8.571428571428571,31.571428571428573,11.357142857142858,18.642857142857142,12.642857142857142,25.571428571428573,15.0,13.0,8.928571428571429,2.5,19.0,17.928571428571427,1.1428571428571428,103.0,14.0,200.0,24.142857142857142,69.14285714285714,34.9173553719,41.4448669202,27.149321267,60.9195402299,68.21428571428571,38.214285714285715,11.428571428571429
LPU,23.0,43.30769230769231,7.538461538461538,25.692307692307693,14.153846153846153,23.153846153846153,12.76923076923077,29.846153846153847,19.23076923076923,14.692307692307692,6.538461538461538,3.3846153846153846,21.384615384615383,20.384615384615383,1.3076923076923077,90.0,13.0,200.0,30.53846153846154,69.0,44.2586399108,53.108348135,29.3413173653,61.1295681063,82.76923076923077,42.61538461538461,9.923076923076923
CSJL,21.5,48.07142857142857,7.142857142857143,27.857142857142858,13.571428571428571,20.714285714285715,13.857142857142858,25.142857142857142,17.357142857142858,11.0,8.857142857142858,2.5714285714285716,20.785714285714285,20.214285714285715,1.8571428571428572,87.0,14.0,200.0,28.642857142857142,75.92857142857143,37.7234242709,44.7251114413,25.641025641,65.5172413793,78.0,39.0,11.428571428571429
AU,21.071428571428573,45.357142857142854,7.357142857142857,24.142857142857142,16.285714285714285,23.5,11.428571428571429,30.357142857142858,18.214285714285715,16.214285714285715,7.357142857142857,3.4285714285714284,23.357142857142858,20.0,3.5,122.0,14.0,200.0,28.428571428571427,69.5,40.9044193217,46.4566929134,30.4733727811,69.3009118541,80.5,41.785714285714285,10.785714285714286
JRU,23.846153846153847,45.84615384615385,6.230769230769231,22.384615384615383,14.538461538461538,22.307692307692307,10.846153846153847,25.23076923076923,13.692307692307692,13.923076923076923,8.153846153846153,3.4615384615384617,23.46153846153846,20.615384615384617,4.1692307692307695,120.0,13.0,200.0,30.076923076923077,68.23076923076923,44.0811724915,52.0134228188,27.8350515464,65.1724137931,80.92307692307692,36.07692307692308,11.615384615384615
SSCR,23.214285714285715,43.92857142857143,7.5,23.857142857142858,19.357142857142858,30.357142857142858,11.0,31.5,21.642857142857142,16.785714285714285,6.285714285714286,3.5,19.857142857142858,25.0,5.114285714285714,133.0,14.0,200.0,30.714285714285715,67.78571428571429,45.31085353,52.8455284553,31.4371257485,63.7647058824,88.28571428571429,42.5,9.785714285714286
