TEAM,MINS,FGM,FGA,2PM,2PA,3PM,3PA,FTM,FTA,PTS,OFF,DEF,REB,AST,TO,STL,BLK,STK,PF,Fls on:,+/-,GW,GP,W,L,FG%,2P%,3P%,FT%,W%
CSB,202.94117647058823,29.823529411764707,67.94117647058823,22.823529411764707,42.64705882352941,7.0,25.294117647058822,12.941176470588236,21.647058823529413,79.58823529411765,13.117647058823529,31.11764705882353,44.23529411764706,18.176470588235293,14.882352941176471,6.705882352941177,3.823529411764706,10.529411764705882,18.823529411764707,19.58823529411765,9.941176470588236,193.0,17,14.0,3.0,43.8961038961,53.5172413793,27.6744186047,59.7826086957,0.8235294117647058
MU,201.5625,26.5,67.625,17.75,38.125,8.75,29.5,13.5,21.5625,75.25,12.4375,25.5,37.9375,16.25,13.0625,8.0,2.3125,10.3125,23.0,19.0,3.5125,154.0,16,13.0,3.0,39.1866913124,46.5573770492,29.6610169492,62.6086956522,0.8125
SBU,202.94117647058823,24.470588235294116,63.588235294117645,15.882352941176471,36.529411764705884,8.588235294117647,27.058823529411764,12.705882352941176,20.88235294117647,70.23529411764706,10.705882352941176,28.764705882352942,39.470588235294116,14.411764705882353,11.588235294117647,5.117647058823529,2.3529411764705883,7.470588235294118,18.0,19.294117647058822,4.529411764705882,133.0,17,10.0,7.0,38.4828862165,43.4782608696,31.7391304348,60.8450704225,0.5882352941176471
LPU,202.94117647058823,28.058823529411764,69.0,20.823529411764707,40.705882352941174,7.235294117647059,28.294117647058822,17.58823529411765,25.058823529411764,80.94117647058823,9.588235294117647,26.294117647058822,35.88235294117647,17.470588235294116,11.941176470588236,7.647058823529412,1.8235294117647058,9.470588235294118,19.88235294117647,22.235294117647058,0.058823529411764705,115.0,17,9.0,8.0,40.6649616368,51.1560693642,25.5717255717,70.1877934272,0.5294117647058824
League,203.23529411764707,27.0,68.75294117647059,20.023529411764706,42.870588235294115,6.976470588235294,25.88235294117647,14.629411764705882,22.723529411764705,75.60588235294118,11.564705882352941,26.75294117647059,38.317647058823525,16.647058823529413,13.341176470588236,7.541176470588234,2.9941176470588236,10.535294117647059,20.81764705882353,20.552941176470586,-0.0011764705882352942,109.8,17,8.5,8.5,39.2710472279,46.7069154775,26.9545454545,64.380015532,0.5
EAC,201.47058823529412,26.058823529411764,72.3529411764706,18.294117647058822,44.411764705882355,7.764705882352941,27.941176470588236,13.647058823529411,23.823529411764707,73.52941176470588,12.294117647058824,27.764705882352942,40.05882352941177,17.647058823529413,12.588235294117647,7.117647058823529,3.6470588235294117,10.764705882352942,22.235294117647058,21.235294117647058,-1.3764705882352941,111.0,17,8.0,9.0,36.0162601626,41.1920529801,27.7894736842,57.2839506173,0.47058823529411764
CSJL,206.94444444444446,26.38888888888889,65.5,19.11111111111111,38.77777777777778,7.277777777777778,26.72222222222222,14.5,19.61111111111111,74.55555555555556,8.666666666666666,28.055555555555557,36.72222222222222,16.055555555555557,15.277777777777779,6.388888888888889,4.0,10.38888888888889,20.72222222222222,19.38888888888889,-2.1666666666666665,100.0,18,8.0,10.0,40.288379983,49.2836676218,27.2349272349,73.9376770538,0.4444444444444444
AU,202.94117647058823,28.176470588235293,72.3529411764706,24.0,52.294117647058826,4.176470588235294,20.058823529411764,15.058823529411764,26.529411764705884,75.58823529411765,12.941176470588236,25.058823529411764,38.0,15.117647058823529,12.411764705882353,10.058823529411764,3.0588235294117645,13.117647058823529,20.11764705882353,23.41176470588235,-3.1176470588235294,88.0,17,7.0,10.0,38.9430894309,45.8942632171,20.821114369500002,56.7627494457,0.4117647058823529
UPHSD,205.55555555555554,24.166666666666668,64.55555555555556,18.5,41.833333333333336,5.666666666666667,22.72222222222222,13.222222222222221,21.166666666666668,67.22222222222223,11.555555555555555,27.77777777777778,39.333333333333336,17.61111111111111,15.222222222222221,7.611111111111111,3.8333333333333335,11.444444444444445,17.61111111111111,19.5,-2.3333333333333335,79.0,18,7.0,11.0,37.4354561102,44.2231075697,24.9388753056,62.467191601,0.3888888888888889
SSCR,204.6875,29.9375,77.875,21.6875,46.25,8.25,31.625,15.125,20.8125,83.25,12.5625,23.75,36.3125,15.5,11.875,9.4375,1.4375,10.875,25.875,19.0,-4.3125,67.0,16,5.0,11.0,38.4430176565,46.8918918919,26.0869565217,72.6726726727,0.3125
JRU,200.0,26.764705882352942,67.6470588235294,21.470588235294116,47.35294117647059,5.294117647058823,20.294117647058822,18.058823529411764,26.235294117647058,76.88235294117646,12.058823529411764,23.058823529411764,35.11764705882353,18.11764705882353,14.235294117647058,7.529411764705882,3.411764705882353,10.941176470588236,22.529411764705884,22.823529411764707,-4.529411764705882,58.0,17,4.0,13.0,39.5652173913,45.3416149068,26.0869565217,68.8340807175,0.23529411764705882
