,TEAM,MINS,FGM,FGA,FG%,2PM,2PA,2P%,3PM,3PA,3P%,FTM,FTA,FT%,PTS,OFF,DEF,REB,AST,TO,STL,BLK,STK,PF,Fls on:,+/-,GW,GP
A. Acop,AU,28.950000000000003,2.0,7.0,28.571428571428573,2.0,5.0,40.0,0.0,2.0,0.0,1.0,2.0,50.0,5.0,3.0,1.0,4.0,4.0,1.0,3.0,0.0,3.0,3.0,2.0,2.0,0.0,3.0
C. Libang,AU,12.0833333334,1.0,5.0,20.0,1.0,5.0,20.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,2.0,5.0,7.0,0.0,2.0,2.0,0.0,2.0,4.0,2.0,-13.0,0.0,2.0
J. Hernal,AU,65.21666666659999,7.0,16.0,43.75,7.0,14.0,50.0,0.0,2.0,0.0,12.0,21.0,57.142857142857146,26.0,11.0,15.0,26.0,5.0,4.0,5.0,1.0,6.0,7.0,13.0,7.0,0.0,3.0
J. De Leon,AU,18.75,1.0,2.0,50.0,0.0,1.0,0.0,1.0,1.0,100.0,1.0,2.0,50.0,4.0,0.0,2.0,2.0,4.0,1.0,1.0,0.0,1.0,2.0,2.0,7.0,0.0,3.0
J. Capulong,AU,66.33333333329999,14.0,34.0,41.1764705882353,13.0,29.0,44.827586206896555,1.0,5.0,20.0,4.0,10.0,40.0,33.0,3.0,14.0,17.0,5.0,0.0,3.0,3.0,6.0,8.0,11.0,-17.0,0.0,3.0
K. Vinoya,AU,70.35,15.0,31.0,48.38709677419355,10.0,18.0,55.55555555555556,5.0,13.0,38.46153846153846,2.0,6.0,33.333333333333336,37.0,1.0,19.0,20.0,4.0,8.0,3.0,0.0,3.0,3.0,4.0,-18.0,0.0,3.0
J. Espiritu,AU,7.416666666599999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-13.0,0.0,3.0
R. Abiera,AU,34.8166666666,5.0,15.0,33.333333333333336,2.0,6.0,33.333333333333336,3.0,9.0,33.333333333333336,3.0,5.0,60.0,16.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,-14.0,0.0,2.0
T. Ongotan,AU,68.75,12.0,35.0,34.285714285714285,12.0,30.0,40.0,0.0,5.0,0.0,2.0,3.0,66.66666666666667,26.0,5.0,7.0,12.0,3.0,3.0,6.0,0.0,6.0,6.0,6.0,2.0,0.0,3.0
W. Miller,AU,18.516666666699997,2.0,6.0,33.333333333333336,2.0,5.0,40.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,1.0,1.0,3.0,0.0,3.0,1.0,2.0,-9.0,0.0,3.0
E. Geronimo,AU,29.383333333299998,5.0,6.0,83.33333333333333,4.0,5.0,80.0,1.0,1.0,100.0,1.0,2.0,50.0,12.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,1.0,4.0,2.0,13.0,0.0,3.0
A. Estacio,AU,11.35,1.0,3.0,33.333333333333336,1.0,3.0,33.333333333333336,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.0,2.0
A. Borromeo,AU,49.2833333333,5.0,13.0,38.46153846153846,5.0,10.0,50.0,0.0,3.0,0.0,0.0,2.0,0.0,10.0,3.0,9.0,12.0,4.0,6.0,1.0,0.0,1.0,7.0,3.0,-16.0,0.0,3.0
