TEAM,OFF,DEF,NET,PACE,hAST%,hTO%,TOR,AR,STL%,BLK%,EFG%,TS%,PPWS,REB%,OREB%,DREB%,FTR,FFI,Py-W,Py-L,PPR,HHI
CSB,75.06441905672246,58.46601616299175,16.598402893730707,75.6849925889,13.025679196129513,12.793077781912913,18.16740615234207,18.4977226278392,10.239810740410984,9.444444444444445,45.15570934256055,47.50407625736862,0.9500815251473723,57.69230769230769,40.90909090909091,71.73913043478261,0.23529411764705882,34.3153652216338,3.927943164305818,0.0720568356941822,-2.219171835238416,0.1145094707490551
MU,69.33605256914356,66.63145477389328,2.7045977952502795,76.259028371,14.722919482525585,12.067966788955397,16.39150178939564,19.99763218306268,11.474051252576949,5.617977528089888,43.49442379182156,46.485559804826586,0.9297111960965317,50.318471337579616,29.09090909090909,73.8255033557047,0.2899628252788104,31.66326916144151,2.6159487910638775,1.3840512089361225,-1.1999290299481178,0.13920325939339068
SBU,71.57904936613339,69.56273811638314,2.0163112497502453,74.3932763449,12.343886145803078,13.796108045309323,19.154956872627242,17.138645622877007,6.0489337492507085,8.391608391608392,43.13725490196079,46.53296631275396,0.9306593262550792,53.06122448979592,35.75757575757576,69.10112359550561,0.4470588235294118,35.90103868339746,2.4493741877815545,1.5506258122184455,-2.939275129582562,0.13504265026780402
League,71.86150931985802,71.86150931985802,0.0,78.433218804,14.105477627145207,12.1681512246515,16.98185741272485,19.685587841584443,9.69089895287876,8.028399781540141,42.8984029901461,46.56092779365566,0.9312185558731132,50.0,31.43025309005297,68.56974690994703,0.3428474345905539,32.83358768610856,2.1,2.1,-1.4853801169590648,0.010345200588905399
CSJL,74.94982705349315,76.68707470042843,-1.7372476469352733,75.5505412435,13.72952829263509,15.690889477297244,21.177876076925216,18.530641567309562,8.603512156250869,10.81081081081081,46.70781893004115,52.452410726691674,1.0490482145338336,52.44755244755245,33.064516129032256,67.28395061728395,0.41975308641975306,36.88679611335051,1.637424117582344,2.362575882417656,-3.4605187253042127,0.11488531204771721
UPHSD,68.15908314390997,69.96329416830758,-1.8042110243976168,74.8249501718,14.490599687894777,12.632830497139036,18.17575550504266,20.84866072637246,9.88974931892027,9.900990099009901,39.795918367346935,43.33639237279495,0.8667278474558989,50.12658227848101,33.333333333333336,67.52577319587628,0.32653061224489793,32.02693207353958,1.9849521729446038,3.015047827055396,-1.6771564805357642,0.13423875432525953
LPU,77.0416115262843,79.06311153717805,-2.021500010893746,83.4776151821,16.501650165016503,11.941983672051416,16.471481570245427,22.760592715248226,7.7865185604796565,4.639175257731959,48.42657342657343,52.03908241291419,1.0407816482582837,45.61933534743203,23.270440251572328,66.27906976744185,0.34615384615384615,33.33489550581289,1.5914190492889868,2.408580950711013,-0.49351249614182496,0.14355413135683262
EAC,64.64007828765102,66.71308371378561,-2.0730054261345856,79.5945818182,15.366680796947858,10.774339409354244,15.327676484146599,21.860784493782855,9.297115244482363,10.222222222222221,37.11484593837535,41.01300937440214,0.8202601874880429,44.31818181818182,25.454545454545453,63.18181818181818,0.38935574229691877,29.609102721749665,1.8817573894088486,3.1182426105911514,-0.2884123958666998,0.10935069571352073
JRU,76.08950035797417,79.28035037298599,-3.1908500150118186,76.3903031647,15.484739676840215,13.016157989228006,18.981466755967748,22.581400106237496,9.490733377983874,11.864406779661017,43.47014925373134,48.65034526051475,0.973006905210295,51.578947368421055,36.054421768707485,68.1159420289855,0.4291044776119403,35.780877908405074,1.3654031745284427,2.634596825471557,-1.5401146916820465,0.10822060353798127
SSCR,76.19305948198169,80.0595729482315,-3.8665134662498133,82.4386111111,12.4516960068699,9.0167453842851,12.736750241764105,17.588845571959954,11.523726409215143,3.6809815950920246,40.586419753086425,45.79004920721706,0.9158009841443412,49.22118380062305,35.55555555555556,66.66666666666667,0.2932098765432099,30.92801472093486,1.2469487280785423,2.753051271921458,-0.3964223486365812,0.1456627311205168
AU,68.24681329418257,72.62160901816863,-4.374795723986054,85.7182880435,12.381710444857168,10.833996639250023,14.290999365021136,16.3325707028813,12.249428027160974,4.891304347826087,44.01294498381877,44.92052522460263,0.8984105044920526,47.82608695652174,25.0,73.91304347826087,0.2815533980582524,30.401228805656576,1.0804053465657226,2.9195946534342774,-1.2558981289907012,0.10895381328073636
