TEAM,MINS,FGM,FGA,2PM,2PA,3PM,3PA,FTM,FTA,PTS,OFF,DEF,REB,AST,TO,STL,BLK,STK,PF,Fls on:,+/-,GW,GP,W,L,FG%,2P%,3P%,FT%
AU,2050.0,288.0,713.0,244.0,524.0,44.0,189.0,149.0,261.0,769.0,114.0,256.0,370.0,142.0,126.0,99.0,26.0,125.0,204.0,234.0,-25.0,38.0,10.0,3.0,7.0,40.39270687237027,46.56488549618321,23.280423280423282,57.088122605363985
CSB,1850.0,279.0,629.0,220.0,402.0,59.0,227.0,109.0,182.0,726.0,131.0,279.0,410.0,155.0,155.0,73.0,32.0,105.0,164.0,167.0,105.0,96.0,9.0,7.0,2.0,44.35612082670906,54.72636815920398,25.991189427312776,59.89010989010989
CSJL,2075.0,263.0,645.0,192.0,373.0,71.0,272.0,143.0,189.0,740.0,94.0,289.0,383.0,159.0,153.0,59.0,50.0,109.0,202.0,182.0,-7.0,77.0,10.0,6.0,4.0,40.775193798449614,51.474530831099194,26.102941176470587,75.66137566137566
EAC,2025.0,259.0,723.0,176.0,440.0,83.0,283.0,143.0,248.0,744.0,126.0,269.0,395.0,177.0,138.0,77.0,38.0,115.0,223.0,216.0,-4.4,71.0,10.0,5.0,5.0,35.82295988934993,40.0,29.328621908127207,57.66129032258065
JRU,1800.0,231.0,617.0,179.0,426.0,52.0,191.0,173.0,250.0,687.0,118.0,204.0,322.0,153.0,132.0,79.0,41.0,120.0,176.0,208.0,-37.0,44.0,9.0,3.0,6.0,37.439222042139384,42.01877934272301,27.225130890052355,69.2
LPU,2025.0,288.0,715.0,205.0,416.0,83.0,299.0,167.0,238.0,826.0,104.0,257.0,361.0,177.0,109.0,78.0,17.0,95.0,199.0,210.0,-8.0,64.0,10.0,5.0,5.0,40.27972027972028,49.27884615384615,27.759197324414714,70.16806722689076
MU,1825.0,241.0,619.0,164.0,349.0,77.0,270.0,129.0,197.0,688.0,115.0,247.0,362.0,140.0,117.0,70.0,18.0,88.0,214.0,174.0,21.0,71.0,9.0,6.0,3.0,38.933764135702745,46.99140401146132,28.51851851851852,65.48223350253807
SBU,2050.0,251.0,647.0,166.0,378.0,85.0,269.0,128.0,217.0,715.0,114.0,303.0,417.0,135.0,116.0,46.0,24.0,70.0,179.0,198.0,47.0,94.0,10.0,7.0,3.0,38.794435857805254,43.91534391534392,31.598513011152416,58.986175115207374
SSCR,1825.0,247.0,700.0,181.0,405.0,66.0,295.0,152.0,201.0,712.0,123.0,205.0,328.0,126.0,104.0,93.0,14.0,107.0,232.0,178.0,-71.0,26.0,9.0,2.0,7.0,35.285714285714285,44.69135802469136,22.372881355932204,75.62189054726367
UPHSD,2075.0,244.0,676.0,185.0,435.0,59.0,241.0,120.0,192.0,667.0,118.0,295.0,413.0,169.0,142.0,76.0,38.0,114.0,181.0,179.0,-21.0,48.0,10.0,4.0,6.0,36.094674556213015,42.52873563218391,24.481327800829874,62.5
League,1960.0,259.1,668.4,191.2,414.8,67.9,253.6,141.3,217.5,727.4,115.7,260.4,376.1,153.3,129.2,75.0,29.8,104.8,197.4,194.6,-0.04,62.9,9.6,4.8,4.8,38.7642130460802,46.09450337512054,26.774447949526817,64.96551724137932
