TEAM,MINS,FGM,FGA,2PM,2PA,3PM,3PA,FTM,FTA,PTS,OFF,DEF,REB,AST,TO,STL,BLK,STK,PF,Fls on:,+/-,GW,GP,W,L,FG%,2P%,3P%,FT%,W%
CSB,203.125,30.125,68.4375,23.25,43.0,6.875,25.4375,13.0625,21.75,80.1875,13.625,31.0,44.625,18.5,15.375,7.0,4.0,11.0,18.75,19.5625,10.0625,180.0,16.0,13.0,3.0,44.0182648402,54.0697674419,27.027027027,60.0574712644,0.8125
MU,201.5625,26.5,67.625,17.75,38.125,8.75,29.5,13.5,21.5625,75.25,12.4375,25.5,37.9375,16.25,13.0625,8.0,2.3125,10.3125,23.0,19.0,3.5125,154.0,16.0,13.0,3.0,39.1866913124,46.5573770492,29.6610169492,62.6086956522,0.8125
SBU,203.125,24.625,63.5,15.875,36.0625,8.75,27.4375,12.75,20.9375,70.75,10.875,28.8125,39.6875,14.625,11.9375,5.3125,2.4375,7.75,17.875,19.25,5.3125,133.0,16.0,10.0,6.0,38.7795275591,44.020797227,31.8906605923,60.8955223881,0.625
LPU,202.94117647058823,28.058823529411764,69.0,20.823529411764707,40.705882352941174,7.235294117647059,28.294117647058822,17.58823529411765,25.058823529411764,80.94117647058823,9.588235294117647,26.294117647058822,35.88235294117647,17.470588235294116,11.941176470588236,7.647058823529412,1.8235294117647058,9.470588235294118,19.88235294117647,22.235294117647058,0.058823529411764705,115.0,17.0,9.0,8.0,40.6649616368,51.1560693642,25.5717255717,70.1877934272,0.5294117647058824
League,203.31325301204816,27.066265060240962,68.82530120481927,20.048192771084338,42.8012048192771,7.018072289156626,26.024096385542165,14.686746987951807,22.777108433734938,75.83734939759036,11.572289156626505,26.73493975903614,38.30722891566265,16.716867469879517,13.36746987951807,7.58433734939759,3.0180722891566263,10.602409638554215,20.819277108433734,20.548192771084338,-0.0012048192771084336,107.2,16.6,8.3,8.3,39.3260393873,46.8402533427,26.9675925926,64.4802962179,0.5
CSJL,207.35294117647058,26.41176470588235,65.58823529411765,18.941176470588236,38.64705882352941,7.470588235294118,26.941176470588236,14.823529411764707,20.058823529411764,75.11764705882354,8.764705882352942,28.058823529411764,36.8235294117647,16.11764705882353,15.058823529411764,6.176470588235294,4.0,10.176470588235293,20.41176470588235,19.529411764705884,-2.176470588235294,100.0,17.0,8.0,9.0,40.269058296,49.0106544901,27.7292576419,73.9002932551,0.47058823529411764
EAC,201.47058823529412,26.058823529411764,72.3529411764706,18.294117647058822,44.411764705882355,7.764705882352941,27.941176470588236,13.647058823529411,23.823529411764707,73.52941176470588,12.294117647058824,27.764705882352942,40.05882352941177,17.647058823529413,12.588235294117647,7.117647058823529,3.6470588235294117,10.764705882352942,22.235294117647058,21.235294117647058,-1.3764705882352941,111.0,17.0,8.0,9.0,36.0162601626,41.1920529801,27.7894736842,57.2839506173,0.47058823529411764
UPHSD,205.55555555555554,24.166666666666668,64.55555555555556,18.5,41.833333333333336,5.666666666666667,22.72222222222222,13.222222222222221,21.166666666666668,67.22222222222223,11.555555555555555,27.77777777777778,39.333333333333336,17.61111111111111,15.222222222222221,7.611111111111111,3.8333333333333335,11.444444444444445,17.61111111111111,19.5,-2.3333333333333335,79.0,18.0,7.0,11.0,37.4354561102,44.2231075697,24.9388753056,62.467191601,0.3888888888888889
AU,203.125,28.4375,72.25,24.125,51.75,4.3125,20.5,14.9375,26.3125,76.125,12.1875,25.3125,37.5,15.0625,12.125,10.125,3.125,13.25,20.3125,23.25,-3.4375,75.0,16.0,6.0,10.0,39.3598615917,46.6183574879,21.0365853659,56.7695961995,0.375
SSCR,204.6875,29.9375,77.875,21.6875,46.25,8.25,31.625,15.125,20.8125,83.25,12.5625,23.75,36.3125,15.5,11.875,9.4375,1.4375,10.875,25.875,19.0,-4.3125,67.0,16.0,5.0,11.0,38.4430176565,46.8918918919,26.0869565217,72.6726726727,0.3125
JRU,200.0,26.764705882352942,67.6470588235294,21.470588235294116,47.35294117647059,5.294117647058823,20.294117647058822,18.058823529411764,26.235294117647058,76.88235294117646,12.058823529411764,23.058823529411764,35.11764705882353,18.11764705882353,14.235294117647058,7.529411764705882,3.411764705882353,10.941176470588236,22.529411764705884,22.823529411764707,-4.529411764705882,58.0,17.0,4.0,13.0,39.5652173913,45.3416149068,26.0869565217,68.8340807175,0.23529411764705882
