,TEAM,MINS,FGM,FGA,FG%,2PM,2PA,2P%,3PM,3PA,3P%,FTM,FTA,FT%,PTS,OFF,DEF,REB,AST,TO,STL,BLK,STK,PF,Fls on:,+/-,GW,GP
A. Acop,AU,22.8,2.0,6.0,33.333333333333336,2.0,4.0,50.0,0.0,2.0,0.0,1.0,2.0,50.0,5.0,3.0,1.0,4.0,3.0,1.0,3.0,0.0,3.0,3.0,2.0,-1.0,0.0,2.0
E. Geronimo,AU,17.6833333333,2.0,3.0,66.66666666666667,2.0,3.0,66.66666666666667,0.0,0.0,0.0,1.0,2.0,50.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,-2.0,0.0,2.0
J. Camay,AU,42.15,7.0,11.0,63.63636363636363,5.0,6.0,83.33333333333333,2.0,5.0,40.0,1.0,1.0,100.0,17.0,0.0,2.0,2.0,3.0,1.0,3.0,0.0,3.0,7.0,3.0,11.0,0.0,2.0
J. Dela Cruz,AU,8.0666666667,1.0,3.0,33.333333333333336,1.0,3.0,33.333333333333336,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,-4.0,0.0,2.0
J. Espiritu,AU,5.0166666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-6.0,0.0,2.0
J. Libang,AU,8.0166666667,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,4.0,6.0,0.0,1.0,2.0,0.0,2.0,2.0,1.0,-10.0,0.0,1.0
C. Hernal,AU,45.983333333299996,6.0,12.0,50.0,6.0,10.0,60.0,0.0,2.0,0.0,3.0,8.0,37.5,15.0,9.0,13.0,22.0,3.0,1.0,4.0,0.0,4.0,5.0,7.0,4.0,0.0,2.0
L. Capulong,AU,38.599999999999994,9.0,19.0,47.36842105263158,8.0,17.0,47.05882352941177,1.0,2.0,50.0,3.0,7.0,42.857142857142854,22.0,2.0,12.0,14.0,3.0,0.0,2.0,0.0,2.0,7.0,8.0,-8.0,0.0,2.0
J. Ongotan,AU,46.550000000000004,7.0,26.0,26.923076923076923,7.0,23.0,30.434782608695652,0.0,3.0,0.0,2.0,3.0,66.66666666666667,16.0,2.0,4.0,6.0,3.0,1.0,2.0,0.0,2.0,1.0,3.0,-3.0,0.0,2.0
G. Borromeo,AU,34.0333333333,4.0,10.0,40.0,4.0,7.0,57.142857142857146,0.0,3.0,0.0,0.0,2.0,0.0,8.0,2.0,6.0,8.0,3.0,4.0,0.0,0.0,0.0,5.0,2.0,-2.0,0.0,2.0
