TEAM,OFF,DEF,NET,PACE,hAST%,hTO%,TOR,AR,STL%,BLK%,EFG%,TS%,PPWS,REB%,OREB%,DREB%,FTR,FFI,Py-W,Py-L,PPR,HHI
CSB,77.8356107995916,66.92343111340219,10.912179686189418,77.5673234652,15.92153865749586,13.88358170933639,20.074727186407536,23.0214761312013,9.669019975104547,8.47723704866562,49.018595041322314,51.12502268190891,1.022500453638178,57.40236148955495,38.877755511022045,72.75747508305648,0.31508264462809915,37.12791058475671,12.853390639513412,1.146609360486588,-1.8107155606017171,0.09604300035665668
SBU,74.49340653660215,68.24466649724532,6.248740039356832,71.2143563658,14.386145870090388,11.87535626068782,16.382464522658342,19.84618559316325,7.114670306983052,6.854130052724077,46.16596638655462,48.820216447029374,0.9764043289405874,53.386809269162214,31.132075471698112,73.3108108108108,0.32142857142857145,33.60984635105463,12.036996137768194,2.9630038622318065,-1.2086683776835319,0.11062687824070085
MU,74.4256731100997,70.8658977797672,3.5597753303324993,75.8474833227,15.314220524775555,12.648182133822726,17.930720182415513,21.710234730669765,10.723273834581827,5.732484076433121,45.53045186640471,48.58505181257961,0.9717010362515922,53.449862005519776,34.10301953818828,74.23664122137404,0.3212180746561886,34.33373581964625,10.298723788808541,4.701276211191459,-1.3368067570190993,0.13444334522426313
League,73.00172524119654,73.00172524119654,0.0,77.9784204232,15.095812824159177,12.336099981153183,17.24025983555933,21.097083836470667,9.774611603196584,7.094070164545173,44.36184591620004,47.98773618634521,0.9597547237269043,50.0,30.36086051353227,69.63913948646773,0.3294072214713265,33.0680837501462,7.5,7.5,-1.2154937261320238,0.009865145010157913
LPU,76.46373827960153,77.09049023271301,-0.62675195311148,79.7763768454,15.929353619536776,10.902219207287528,15.04204687467571,21.97810182244284,9.610196614376148,3.930817610062893,45.89302769818529,50.49501672130062,1.0099003344260125,46.51567944250871,25.17361111111111,68.00699300699301,0.3495702005730659,32.395998028761255,7.010896495904302,7.989103504095698,-0.1495571108657657,0.11704111797903788
EAC,70.19161819657836,71.70111536209617,-1.5094971655178142,79.496671303,15.52905054322154,11.454888993859235,16.269025006136445,22.055430807288065,9.3924268076664,8.647798742138365,42.146840148698885,45.12372634643377,0.9024745269286755,46.82220434432824,28.346456692913385,66.11842105263158,0.3392193308550186,31.68357361242162,6.235544916443721,8.764455083556278,-0.605294716035097,0.10751564085764573
UPHSD,66.31275891130812,68.51898187888966,-2.206222967581539,74.3635173828,16.295427901524032,14.06799531066823,20.171181417888402,23.364951809054066,9.917497530461798,10.118043844856661,40.95643939393939,44.27609427609428,0.8855218855218855,51.605136436597114,31.764705882352942,69.73886328725038,0.2840909090909091,32.03967592488208,5.951964157810776,10.048035842189224,-1.7370933728343125,0.12421207477338114
CSJL,71.7488398696629,74.04684541708983,-2.298005547426925,78.3287926357,14.77160821149913,14.897861273135874,20.086270710842758,19.916048077700022,7.489795858280351,9.027777777777779,45.5761316872428,50.44339927476394,1.008867985495279,48.877374784110536,26.162790697674417,67.13395638629284,0.3323045267489712,33.46914639337726,5.647537534565862,9.352462465434138,-2.5485488741263813,0.11838280923493877
AU,71.17179549960625,73.93515252935799,-2.763357029751745,81.4227034645,13.797840547575436,11.267232237539766,15.311044875957856,18.749889179648928,12.609095780200589,6.569343065693431,43.592142188961645,46.59558728933487,0.9319117457866974,46.888320545609545,27.980922098569156,68.75,0.3713751169317119,32.431429268263635,5.282706676756248,9.717293323243752,-1.0780652470320866,0.11010428942268967
JRU,73.37882469558303,77.92895268980696,-4.550127994223928,78.0197832788,15.74953467283921,12.468381615997709,17.85871832474743,22.558381041786227,9.655670673188801,8.052708638360176,42.46841593780369,47.5798676905688,0.9515973538113759,49.671977507029055,32.675044883303414,68.23529411764706,0.3848396501457726,33.75964968515561,4.1453859698407935,10.854614030159206,-1.0994168255889996,0.1177757861215461
SSCR,74.56966066618924,79.3459399722702,-4.776279306080966,83.7471961681,13.237077813024817,10.088169434596006,13.77160533253348,18.070256708006358,11.144651714188944,3.5114503816793894,43.12553373185312,47.49482842540764,0.9498965685081527,46.238377007607774,28.91566265060241,68.40077071290943,0.27924850555081127,30.664974939257274,4.0538025850502075,10.946197414949793,-0.6560714505754414,0.12741850806505892
