TEAM,2PM,2PA,3PM,3PA,FTM,FTA,OFF,DEF,AST,TO,STL,BLK,PF,Fls on:,+/-,GW,GP,MINS,FGM,FGA,FG%,2P%,3P%,FT%,PTS,REB,STK
CSB,20.0,44.111111111111114,6.0,27.88888888888889,11.0,19.0,11.666666666666666,20.333333333333332,12.333333333333334,12.666666666666666,10.11111111111111,3.111111111111111,19.0,18.22222222222222,-11.666666666666666,25.0,9.0,200.0,26.0,72.0,36.1111111111,45.3400503778,21.5139442231,57.8947368421,69.0,32.0,13.222222222222221
SBU,15.88888888888889,38.55555555555556,8.11111111111111,31.0,10.88888888888889,16.333333333333332,10.444444444444445,26.555555555555557,14.777777777777779,9.444444444444445,5.777777777777778,2.888888888888889,20.333333333333332,17.444444444444443,-3.6666666666666665,38.0,9.0,200.0,24.0,69.55555555555556,34.5047923323,41.2103746398,26.164874552,66.6666666667,67.0,37.0,8.666666666666666
MU,17.77777777777778,41.888888888888886,6.666666666666667,22.555555555555557,18.555555555555557,27.88888888888889,9.444444444444445,26.444444444444443,15.0,12.88888888888889,7.333333333333333,2.6666666666666665,19.666666666666668,23.22222222222222,-2.3333333333333335,35.0,9.0,200.0,24.444444444444443,64.44444444444444,37.9310344828,42.4403183024,29.5566502463,66.5338645418,74.11111111111111,35.888888888888886,10.0
League,20.043478260869566,43.28260869565218,7.054347826086958,26.521739130434785,14.641304347826086,22.532608695652176,12.021739130434783,27.271739130434785,15.923913043478262,13.478260869565219,7.82608695652174,3.130434782608696,20.586956521739133,20.282608695652176,-0.004347826086956522,59.9,9.2,200.00000000000003,27.097826086956527,69.80434782608697,38.8196823419,46.3083877449,26.5983606557,64.97829233,75.8913043478261,39.29347826086957,10.956521739130435
CSJL,20.8,47.8,6.6,28.4,13.3,20.2,14.4,25.0,15.9,10.0,8.6,2.8,18.6,19.8,0.7,51.0,10.0,200.0,27.4,76.2,35.9580052493,43.5146443515,23.2394366197,65.8415841584,74.7,39.4,11.4
LPU,22.8,41.9,7.9,26.2,14.1,22.1,12.2,29.9,18.2,14.6,6.5,3.5,21.2,19.8,0.8,68.0,10.0,200.0,30.7,68.1,45.080763583,54.415274463,30.1526717557,63.8009049774,83.4,42.1,10.0
AU,19.555555555555557,44.44444444444444,7.666666666666667,25.88888888888889,17.333333333333332,25.22222222222222,11.666666666666666,30.22222222222222,17.444444444444443,16.22222222222222,8.222222222222221,3.7777777777777777,24.22222222222222,20.444444444444443,1.2222222222222223,77.0,9.0,200.0,27.22222222222222,70.33333333333333,38.7045813586,44.0,29.6137339056,68.7224669604,79.44444444444444,41.888888888888886,12.0
EAC,18.88888888888889,45.44444444444444,7.0,26.444444444444443,16.555555555555557,26.0,14.777777777777779,30.555555555555557,16.555555555555557,14.333333333333334,7.888888888888889,3.0,21.555555555555557,22.22222222222222,1.3333333333333333,68.0,9.0,200.0,25.88888888888889,71.88888888888889,36.0123647604,41.564792176,26.4705882353,63.6752136752,75.33333333333333,45.333333333333336,10.88888888888889
UPHSD,16.88888888888889,38.888888888888886,7.666666666666667,31.444444444444443,11.0,18.11111111111111,12.88888888888889,26.88888888888889,14.0,12.666666666666666,8.666666666666666,2.5555555555555554,18.0,17.22222222222222,1.4444444444444444,64.0,9.0,200.0,24.555555555555557,70.33333333333333,34.9131121643,43.4285714286,24.3816254417,60.736196319,67.77777777777777,39.77777777777778,11.222222222222221
JRU,24.0,45.44444444444444,6.111111111111111,22.666666666666668,14.11111111111111,20.444444444444443,11.555555555555555,24.77777777777778,13.333333333333334,14.555555555555555,8.444444444444445,3.5555555555555554,23.444444444444443,19.333333333333332,4.111111111111111,81.0,9.0,200.0,30.11111111111111,68.11111111111111,44.2088091354,52.8117359413,26.9607843137,69.0217391304,80.44444444444444,36.333333333333336,12.0
SSCR,23.444444444444443,44.0,6.777777777777778,22.555555555555557,19.77777777777778,30.333333333333332,10.88888888888889,32.0,21.444444444444443,17.666666666666668,6.777777777777778,3.4444444444444446,20.0,25.22222222222222,7.844444444444444,92.0,9.0,200.0,30.22222222222222,66.55555555555556,45.409015025,53.2828282828,30.0492610837,65.2014652015,87.0,42.888888888888886,10.222222222222221
