TEAM,2PM,2PA,3PM,3PA,FTM,FTA,OFF,DEF,AST,TO,STL,BLK,PF,Fls on:,+/-,GW,GP,MINS,FGM,FGA,FG%,2P%,3P%,FT%,PTS,REB,STK
CSB,18.5,42.5,6.0,29.0,10.0,19.0,14.0,24.5,11.5,12.5,8.0,3.0,21.5,18.0,-9.0,0.0,2.0,200.0,24.5,71.5,34.2657342657,43.5294117647,20.6896551724,52.6315789474,65.0,38.5,11.0
UPHSD,20.5,45.0,4.0,16.0,13.5,24.0,10.5,24.0,13.5,15.5,10.5,2.0,18.0,22.0,-9.0,0.0,2.0,200.0,24.5,61.0,40.1639344262,45.5555555556,25.0,56.25,66.5,34.5,12.5
SBU,16.333333333333332,37.0,8.0,38.666666666666664,12.666666666666666,21.333333333333332,14.666666666666666,26.0,12.333333333333334,9.333333333333334,6.666666666666667,2.3333333333333335,25.0,20.666666666666668,-7.0,12.0,3.0,200.0,24.333333333333332,75.66666666666667,32.1585903084,44.1441441441,20.6896551724,59.375,69.33333333333333,40.666666666666664,9.0
EAC,20.5,52.0,6.5,25.5,14.0,28.0,15.5,38.5,16.0,11.0,7.0,1.0,28.0,22.0,-2.0,12.0,2.0,200.0,27.0,77.5,34.8387096774,39.4230769231,25.4901960784,50.0,74.5,54.0,8.0
CSJL,21.5,49.0,5.0,28.5,18.5,23.0,16.0,16.5,14.5,8.5,8.0,3.0,24.0,23.5,-0.5,13.0,2.0,200.0,26.5,77.5,34.1935483871,43.8775510204,17.5438596491,80.4347826087,76.5,32.5,11.0
League,19.68181818181818,43.04545454545455,6.727272727272727,26.77272727272727,15.954545454545453,25.045454545454543,13.045454545454543,28.0,15.68181818181818,12.909090909090908,7.0,3.0909090909090904,22.954545454545453,22.77272727272727,0.0,14.2,2.2,199.99999999999997,26.409090909090907,69.81818181818181,37.8255208333,45.7233368532,25.1273344652,63.7023593466,75.49999999999999,41.04545454545454,10.09090909090909
SSCR,19.333333333333332,35.666666666666664,8.333333333333334,27.0,23.666666666666668,34.0,11.0,28.666666666666668,19.0,17.666666666666668,4.333333333333333,2.3333333333333335,23.666666666666668,28.333333333333332,0.3333333333333333,12.0,3.0,200.0,27.666666666666668,62.666666666666664,44.1489361702,54.2056074766,30.8641975309,69.6078431373,87.33333333333333,39.666666666666664,6.666666666666667
AU,17.0,46.5,10.0,28.0,14.0,22.5,12.0,32.5,20.0,15.0,5.5,6.5,22.5,19.5,4.5,24.0,2.0,200.0,27.0,74.5,36.2416107383,36.5591397849,35.7142857143,62.2222222222,78.0,44.5,12.0
MU,20.5,47.5,4.5,19.0,17.5,25.5,10.0,31.5,16.0,16.0,8.5,3.5,16.5,24.5,5.0,13.0,2.0,200.0,25.0,66.5,37.5939849624,43.1578947368,23.6842105263,68.6274509804,72.0,41.5,12.0
LPU,22.0,41.5,8.5,29.5,17.5,27.0,16.0,33.0,19.0,11.5,5.5,2.5,25.0,26.5,9.0,28.0,2.0,200.0,30.5,71.0,42.9577464789,53.0120481928,28.813559322,64.8148148148,87.0,49.0,8.0
JRU,22.5,40.5,5.0,20.5,16.0,23.5,11.0,25.5,15.0,11.5,7.5,5.5,24.0,21.0,12.0,28.0,2.0,200.0,27.5,61.0,45.0819672131,55.5555555556,24.3902439024,68.085106383,76.0,36.5,13.0
