TEAM,MINS,FGM,FGA,2PM,2PA,3PM,3PA,FTM,FTA,PTS,OFF,DEF,REB,AST,TO,STL,BLK,STK,PF,Fls on:,+/-,GW,GP,W,L,FG%,2P%,3P%,FT%,W%
CSB,206.25,29.5,72.25,23.25,45.75,6.25,26.5,10.5,17.0,75.75,15.75,33.0,48.75,14.0,13.75,7.75,4.25,12.0,20.0,19.0,16.75,55.0,4.0,4.0,0.0,40.830449827,50.8196721311,23.5849056604,61.7647058824,1.0
CSJL,200.0,28.0,60.0,22.666666666666668,38.0,5.333333333333333,22.0,18.666666666666668,24.0,80.0,9.666666666666666,27.0,36.666666666666664,14.666666666666666,16.0,6.666666666666667,5.333333333333333,12.0,22.666666666666668,21.666666666666668,2.6666666666666665,27.0,3.0,2.0,1.0,46.6666666667,59.649122807,24.2424242424,77.7777777778,0.6666666666666666
MU,200.0,24.0,67.0,15.0,35.666666666666664,9.0,31.333333333333332,11.333333333333334,17.333333333333332,68.33333333333333,12.0,26.666666666666668,38.666666666666664,15.666666666666666,13.333333333333334,9.0,2.0,11.0,22.666666666666668,15.666666666666666,-1.3333333333333333,23.0,3.0,2.0,1.0,35.8208955224,42.0560747664,28.7234042553,65.3846153846,0.6666666666666666
EAC,206.25,22.75,70.75,14.75,42.75,8.0,28.0,15.5,25.5,69.0,9.75,28.75,38.5,17.5,12.25,6.5,4.75,11.25,22.75,22.75,-1.25,27.0,4.0,2.0,2.0,32.1554770318,34.5029239766,28.5714285714,60.7843137255,0.5
LPU,206.25,30.25,71.5,21.5,42.75,8.75,28.75,16.5,24.75,85.75,9.25,28.5,37.75,19.0,13.75,6.5,2.25,8.75,23.75,21.5,-2.25,27.0,4.0,2.0,2.0,42.3076923077,50.2923976608,30.4347826087,66.6666666667,0.5
SBU,206.25,23.5,63.75,15.5,37.0,8.0,26.75,16.0,28.5,71.0,14.75,30.75,45.5,12.75,14.25,4.5,3.0,7.5,19.25,25.25,2.0,27.0,4.0,2.0,2.0,36.862745098,41.8918918919,29.9065420561,56.1403508772,0.5
SSCR,200.0,29.75,81.0,23.5,46.75,6.25,34.25,18.0,23.75,83.75,16.0,23.5,39.5,14.5,10.5,9.5,1.5,11.0,29.25,22.25,-4.25,26.0,4.0,2.0,2.0,36.7283950617,50.2673796791,18.2481751825,75.7894736842,0.5
UPHSD,200.0,24.5,69.0,18.75,45.25,5.75,23.75,12.0,19.75,66.75,13.0,24.75,37.75,14.25,13.0,7.5,3.25,10.75,18.25,19.0,-3.75,25.0,4.0,2.0,2.0,35.5072463768,41.4364640884,24.2105263158,60.7594936709,0.5
League,203.94736842105263,27.05263157894737,70.28947368421053,20.263157894736842,44.13157894736842,6.7894736842105265,26.15789473684211,14.763157894736842,23.236842105263158,75.65789473684211,12.578947368421053,27.657894736842106,40.236842105263165,15.368421052631579,13.289473684210527,7.552631578947369,3.368421052631579,10.921052631578949,21.763157894736842,21.447368421052634,0.0,25.2,3.8,1.9,1.9,38.4874578809,45.9153249851,25.9557344064,63.5334088335,0.5
JRU,200.0,26.0,67.0,19.75,45.0,6.25,22.0,19.25,28.75,77.5,13.25,23.5,36.75,17.25,14.5,7.25,5.25,12.5,21.0,25.25,-3.25,15.0,4.0,1.0,3.0,38.8059701493,43.8888888889,28.4090909091,66.9565217391,0.25
AU,212.5,31.75,77.25,27.25,58.75,4.5,18.5,10.0,21.75,78.0,11.5,29.75,41.25,14.0,12.25,10.5,2.25,12.75,18.5,20.75,-5.0,0.0,4.0,0.0,4.0,41.1003236246,46.3829787234,24.3243243243,45.9770114943,0.0
