TEAM,MINS,FGM,FGA,2PM,2PA,3PM,3PA,FTM,FTA,PTS,OFF,DEF,REB,AST,TO,STL,BLK,STK,PF,Fls on:,+/-,GW,GP,W,L,FG%,2P%,3P%,FT%
CSB,200.0,31.0,68.0,28.0,51.0,3.0,17.0,13.0,17.0,78.0,12.0,35.0,47.0,14.0,20.0,10.0,5.0,15.0,15.0,21.0,13.0,13.0,1.0,1.0,0.0,45.588235294117645,54.90196078431372,17.647058823529413,76.47058823529412
CSJL,200.0,27.0,57.0,22.0,34.0,5.0,23.0,25.0,33.0,84.0,12.0,25.0,37.0,16.0,22.0,5.0,4.0,9.0,25.0,28.0,-7.0,0.0,1.0,0.0,1.0,47.36842105263158,64.70588235294117,21.73913043478261,75.75757575757575
LPU,200.0,20.0,69.0,14.0,38.0,6.0,31.0,17.0,26.0,63.0,11.0,26.0,37.0,8.0,10.0,6.0,0.0,6.0,25.0,22.0,-16.0,0.0,1.0,0.0,1.0,28.985507246376812,36.8421052631579,19.35483870967742,65.38461538461539
MU,200.0,25.0,71.0,19.0,40.0,6.0,31.0,9.0,14.0,65.0,11.0,23.0,34.0,14.0,16.0,12.0,2.0,14.0,21.0,15.0,-13.0,0.0,1.0,0.0,1.0,35.2112676056338,47.5,19.35483870967742,64.28571428571429
SBU,200.0,28.0,64.0,17.0,36.0,11.0,28.0,12.0,21.0,79.0,15.0,37.0,52.0,18.0,15.0,5.0,5.0,10.0,22.0,25.0,16.0,15.0,1.0,1.0,0.0,43.75,47.22222222222222,39.285714285714285,57.142857142857146
SSCR,200.0,34.0,86.0,30.0,55.0,4.0,31.0,19.0,24.0,91.0,17.0,17.0,34.0,16.0,8.0,11.0,1.0,12.0,28.0,25.0,7.0,13.0,1.0,1.0,0.0,39.53488372093023,54.54545454545455,12.903225806451612,79.16666666666667
League,200.0,27.5,69.16666666666667,21.666666666666668,42.333333333333336,5.833333333333333,26.833333333333332,15.833333333333334,22.5,76.66666666666667,13.0,27.166666666666668,40.166666666666664,14.333333333333334,15.166666666666666,8.166666666666666,2.8333333333333335,11.0,22.666666666666668,22.666666666666668,0.0,6.833333333333333,1.0,0.5,0.5,39.75903614457831,51.181102362204726,21.739130434782606,70.37037037037038
