TEAM,2PM,2PA,3PM,3PA,FTM,FTA,OFF,DEF,AST,TO,STL,BLK,PF,Fls on:,+/-,GW,GP,MINS,FGM,FGA,FG%,2P%,3P%,FT%,PTS,REB,STK
CSB,19.875,44.125,5.875,28.375,11.625,20.25,12.0,20.5,11.75,12.25,9.875,3.0,19.375,19.0,-11.25,25.0,8.0,200.0,25.75,72.5,35.5172413793,45.0424929178,20.704845815,57.4074074074,69.0,32.5,12.875
SBU,16.142857142857142,38.57142857142857,8.0,32.714285714285715,11.142857142857142,17.0,10.857142857142858,26.0,14.857142857142858,8.857142857142858,5.714285714285714,3.0,22.428571428571427,17.857142857142858,-3.5714285714285716,38.0,7.0,200.0,24.142857142857142,71.28571428571429,33.8677354709,41.8518518519,24.4541484716,65.5462184874,67.42857142857143,36.857142857142854,8.714285714285714
MU,17.5,42.375,6.375,21.25,19.75,29.375,9.75,26.25,15.125,13.625,7.375,3.0,20.125,24.5,-3.5,23.0,8.0,200.0,23.875,63.625,37.5245579568,41.2979351032,30.0,67.2340425532,73.875,36.0,10.375
CSJL,20.625,48.125,6.5,28.125,13.0,20.625,14.375,24.5,15.125,10.25,8.0,3.0,18.875,20.375,-0.5,37.0,8.0,200.0,27.125,76.25,35.5737704918,42.8571428571,23.1111111111,63.0303030303,73.75,38.875,11.0
League,20.076923076923077,43.42307692307692,6.923076923076923,26.384615384615387,15.166666666666666,23.44871794871795,12.128205128205128,27.35897435897436,15.756410256410257,13.423076923076923,7.717948717948718,3.1666666666666665,21.21794871794872,20.884615384615387,0.0,50.7,7.8,200.0,27.0,69.8076923076923,38.6776859504,46.2356067316,26.2390670554,64.6801530891,76.08974358974359,39.48717948717949,10.884615384615385
AU,19.555555555555557,44.44444444444444,7.666666666666667,25.88888888888889,17.333333333333332,25.22222222222222,11.666666666666666,30.22222222222222,17.444444444444443,16.22222222222222,8.222222222222221,3.7777777777777777,24.22222222222222,20.444444444444443,1.2222222222222223,77.0,9.0,200.0,27.22222222222222,70.33333333333333,38.7045813586,44.0,29.6137339056,68.7224669604,79.44444444444444,41.888888888888886,12.0
UPHSD,17.875,40.5,7.0,30.875,11.625,19.125,13.375,27.25,13.875,12.75,9.25,2.375,18.25,17.75,1.5,51.0,8.0,200.0,24.875,71.375,34.8511383538,44.1358024691,22.6720647773,60.7843137255,68.375,40.625,11.625
EAC,18.714285714285715,42.857142857142854,6.714285714285714,26.285714285714285,16.285714285714285,26.0,13.857142857142858,32.285714285714285,16.428571428571427,14.428571428571429,6.714285714285714,3.4285714285714284,22.142857142857142,22.571428571428573,1.5714285714285714,53.0,7.0,200.0,25.428571428571427,69.14285714285714,36.7768595041,43.6666666667,25.5434782609,62.6373626374,73.85714285714286,46.142857142857146,10.142857142857142
LPU,23.625,43.875,8.0,26.25,14.75,23.25,13.375,30.25,18.25,14.0,6.5,3.25,22.125,20.375,2.375,57.0,8.0,200.0,31.625,70.125,45.0980392157,53.8461538462,30.4761904762,63.4408602151,86.0,43.625,9.75
JRU,23.714285714285715,45.714285714285715,6.571428571428571,21.714285714285715,15.285714285714286,21.714285714285715,11.142857142857142,24.285714285714285,13.857142857142858,13.571428571428571,8.571428571428571,3.4285714285714284,24.714285714285715,19.857142857142858,4.857142857142857,69.0,7.0,200.0,30.285714285714285,67.42857142857143,44.9152542373,51.875,30.2631578947,70.3947368421,82.42857142857143,35.42857142857143,12.0
SSCR,23.0,43.125,6.5,22.625,20.25,31.0,10.875,31.75,20.375,17.5,6.625,3.375,20.25,25.875,7.5,77.0,8.0,200.0,29.5,65.75,44.8669201521,53.3333333333,28.729281768,65.3225806452,85.75,42.625,10.0
