,TEAM,MINS,FGM,FGA,FG%,2PM,2PA,2P%,3PM,3PA,3P%,FTM,FTA,FT%,PTS,OFF,DEF,REB,AST,TO,STL,BLK,STK,PF,Fls on:,+/-,GW,GP
A. Acop,AU,38.216666666600005,3.0,10.0,30.0,3.0,7.0,42.857142857142854,0.0,3.0,0.0,3.0,4.0,75.0,9.0,3.0,3.0,6.0,6.0,1.0,3.0,0.0,3.0,4.0,4.0,13.0,1.0,7.0
C. Libang,AU,67.7333333335,10.0,21.0,47.61904761904762,10.0,21.0,47.61904761904762,0.0,0.0,0.0,1.0,6.0,16.666666666666668,21.0,7.0,9.0,16.0,3.0,4.0,3.0,0.0,3.0,10.0,9.0,-1.0,3.0,9.0
J. Capulong,AU,231.73333333340003,43.0,97.0,44.329896907216494,39.0,80.0,48.75,4.0,17.0,23.529411764705884,27.0,49.0,55.10204081632653,117.0,10.0,41.0,51.0,10.0,9.0,10.0,9.0,19.0,26.0,49.0,-27.0,3.0,10.0
J. De Leon,AU,24.3666666666,2.0,4.0,50.0,1.0,2.0,50.0,1.0,2.0,50.0,3.0,4.0,75.0,8.0,1.0,2.0,3.0,5.0,1.0,2.0,0.0,2.0,3.0,4.0,6.0,1.0,5.0
J. Dela Cruz,AU,11.6666666667,1.0,4.0,25.0,1.0,4.0,25.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,-14.0,2.0,5.0
J. Espiritu,AU,10.2999999999,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,-24.0,0.0,5.0
B. Rosalin,AU,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-6.0,1.0,2.0
J. Hernal,AU,176.0833333334,19.0,48.0,39.583333333333336,19.0,44.0,43.18181818181818,0.0,4.0,0.0,20.0,34.0,58.8235294117647,58.0,24.0,32.0,56.0,15.0,9.0,12.0,9.0,21.0,27.0,25.0,12.0,3.0,10.0
K. Flores,AU,13.6833333333,2.0,7.0,28.571428571428573,2.0,5.0,40.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-4.0,0.0,1.0
K. Vinoya,AU,245.60000000000002,38.0,88.0,43.18181818181818,25.0,52.0,48.07692307692308,13.0,36.0,36.111111111111114,14.0,29.0,48.275862068965516,103.0,6.0,40.0,46.0,14.0,22.0,12.0,2.0,14.0,21.0,23.0,-11.0,3.0,10.0
E. Geronimo,AU,181.9,26.0,42.0,61.904761904761905,22.0,35.0,62.857142857142854,4.0,7.0,57.142857142857146,6.0,13.0,46.15384615384615,62.0,7.0,9.0,16.0,13.0,11.0,2.0,1.0,3.0,10.0,11.0,3.0,3.0,10.0
A. Estacio,AU,26.5333333334,2.0,6.0,33.333333333333336,2.0,6.0,33.333333333333336,0.0,0.0,0.0,2.0,4.0,50.0,6.0,1.0,4.0,5.0,0.0,1.0,1.0,0.0,1.0,5.0,5.0,-16.0,1.0,7.0
R. Abiera,AU,124.4666666666,18.0,60.0,30.0,7.0,22.0,31.818181818181817,11.0,38.0,28.94736842105263,16.0,22.0,72.72727272727273,63.0,3.0,12.0,15.0,3.0,9.0,5.0,1.0,6.0,10.0,13.0,-39.0,3.0,9.0
S. Valencia,AU,232.31666666669997,35.0,95.0,36.8421052631579,32.0,73.0,43.83561643835616,3.0,22.0,13.636363636363637,16.0,33.0,48.484848484848484,89.0,8.0,28.0,36.0,16.0,16.0,12.0,2.0,14.0,19.0,28.0,-24.0,3.0,10.0
T. Ongotan,AU,244.8999999999,46.0,122.0,37.704918032786885,41.0,86.0,47.674418604651166,5.0,36.0,13.88888888888889,28.0,36.0,77.77777777777777,125.0,24.0,28.0,52.0,22.0,13.0,19.0,2.0,21.0,23.0,30.0,5.0,3.0,10.0
W. Miller,AU,76.6000000001,8.0,26.0,30.76923076923077,8.0,22.0,36.36363636363637,0.0,4.0,0.0,2.0,3.0,66.66666666666667,18.0,4.0,6.0,10.0,3.0,6.0,4.0,0.0,4.0,6.0,7.0,-9.0,2.0,9.0
Y. Camay,AU,159.0666666666,21.0,42.0,50.0,18.0,28.0,64.28571428571429,3.0,14.0,21.428571428571427,9.0,14.0,64.28571428571429,54.0,4.0,13.0,17.0,15.0,14.0,5.0,0.0,5.0,19.0,14.0,8.0,3.0,10.0
A. Borromeo,AU,180.1166666666,14.0,39.0,35.8974358974359,14.0,35.0,40.0,0.0,4.0,0.0,2.0,9.0,22.22222222222222,30.0,11.0,27.0,38.0,14.0,8.0,9.0,0.0,9.0,15.0,11.0,3.0,3.0,10.0
G. Carillo,CSB,11.1333333333,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
G. Cometa,CSB,171.06666666659999,35.0,77.0,45.45454545454545,26.0,46.0,56.52173913043478,9.0,31.0,29.032258064516128,6.0,9.0,66.66666666666667,85.0,9.0,11.0,20.0,18.0,20.0,8.0,0.0,8.0,13.0,8.0,40.0,7.0,9.0
I. Galas,CSB,4.05,2.0,2.0,100.0,2.0,2.0,100.0,0.0,0.0,0.0,3.0,4.0,75.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,-3.0,1.0,1.0
I. Torres,CSB,151.88333333329996,21.0,56.0,37.5,15.0,26.0,57.69230769230769,6.0,30.0,20.0,4.0,7.0,57.142857142857146,52.0,4.0,16.0,20.0,20.0,17.0,11.0,2.0,13.0,12.0,9.0,75.0,7.0,9.0
J. Ancheta,CSB,136.76666666670002,28.0,55.0,50.90909090909091,22.0,34.0,64.70588235294117,6.0,21.0,28.571428571428573,8.0,13.0,61.53846153846154,70.0,2.0,14.0,16.0,19.0,16.0,6.0,0.0,6.0,14.0,20.0,39.0,6.0,8.0
M. Oli,CSB,51.7833333333,4.0,17.0,23.529411764705884,3.0,4.0,75.0,1.0,13.0,7.6923076923076925,5.0,6.0,83.33333333333333,14.0,5.0,4.0,9.0,0.0,1.0,1.0,0.0,1.0,12.0,5.0,10.0,5.0,7.0
M. Sangco,CSB,164.73333333320002,20.0,44.0,45.45454545454545,16.0,33.0,48.484848484848484,4.0,11.0,36.36363636363637,6.0,11.0,54.54545454545455,50.0,11.0,24.0,35.0,6.0,6.0,6.0,4.0,10.0,13.0,7.0,-4.0,7.0,9.0
W. Ynot,CSB,191.4333333334,34.0,82.0,41.46341463414634,20.0,38.0,52.63157894736842,14.0,44.0,31.818181818181817,9.0,12.0,75.0,91.0,14.0,33.0,47.0,34.0,22.0,11.0,0.0,11.0,13.0,9.0,84.0,7.0,8.0
