,TEAM,MINS,FGM,FGA,FG%,2PM,2PA,2P%,3PM,3PA,3P%,FTM,FTA,FT%,PTS,OFF,DEF,REB,AST,TO,STL,BLK,STK,PF,Fls on:,+/-,GW,GP
A. Acop,AU,43.0666666666,3.0,13.0,23.076923076923077,3.0,10.0,30.0,0.0,3.0,0.0,3.0,4.0,75.0,9.0,5.0,4.0,9.0,7.0,1.0,3.0,0.0,3.0,4.0,4.0,10.0,1.0,8.0
C. Libang,AU,78.6333333335,11.0,26.0,42.30769230769231,11.0,24.0,45.833333333333336,0.0,2.0,0.0,1.0,6.0,16.666666666666668,23.0,7.0,10.0,17.0,3.0,5.0,4.0,0.0,4.0,13.0,9.0,-18.0,5.0,12.0
J. Capulong,AU,316.6666666668,60.0,135.0,44.44444444444444,53.0,106.0,50.0,7.0,29.0,24.137931034482758,32.0,63.0,50.79365079365079,159.0,21.0,56.0,77.0,11.0,11.0,14.0,12.0,26.0,39.0,63.0,-50.0,5.0,13.0
J. De Leon,AU,27.4499999999,2.0,5.0,40.0,1.0,2.0,50.0,1.0,3.0,33.333333333333336,3.0,4.0,75.0,8.0,1.0,2.0,3.0,5.0,2.0,3.0,0.0,3.0,3.0,4.0,1.0,1.0,6.0
J. Dela Cruz,AU,11.6666666667,1.0,4.0,25.0,1.0,4.0,25.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,-14.0,2.0,5.0
J. Espiritu,AU,12.6833333332,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,3.0,0.0,-19.0,0.0,6.0
B. Rosalin,AU,5.2333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-12.0,2.0,3.0
K. Flores,AU,32.583333333300004,6.0,17.0,35.294117647058826,5.0,12.0,41.666666666666664,1.0,5.0,20.0,0.0,1.0,0.0,13.0,2.0,1.0,3.0,0.0,1.0,1.0,1.0,2.0,6.0,1.0,-23.0,2.0,4.0
K. Vinoya,AU,336.06666666670003,54.0,125.0,43.2,38.0,74.0,51.351351351351354,16.0,51.0,31.372549019607842,20.0,37.0,54.054054054054056,144.0,8.0,54.0,62.0,23.0,27.0,16.0,2.0,18.0,30.0,30.0,18.0,5.0,13.0
J. Hernal,AU,203.35000000009998,21.0,57.0,36.8421052631579,21.0,51.0,41.1764705882353,0.0,6.0,0.0,24.0,40.0,60.0,66.0,28.0,34.0,62.0,17.0,11.0,14.0,10.0,24.0,31.0,30.0,10.0,5.0,12.0
A. Estacio,AU,26.5333333334,2.0,6.0,33.333333333333336,2.0,6.0,33.333333333333336,0.0,0.0,0.0,2.0,4.0,50.0,6.0,1.0,4.0,5.0,0.0,1.0,1.0,0.0,1.0,5.0,5.0,-16.0,1.0,7.0
Y. Camay,AU,189.71666666660002,23.0,48.0,47.916666666666664,20.0,34.0,58.8235294117647,3.0,14.0,21.428571428571427,11.0,16.0,68.75,60.0,6.0,13.0,19.0,17.0,16.0,7.0,0.0,7.0,24.0,19.0,14.0,5.0,13.0
A. Borromeo,AU,227.15,19.0,48.0,39.583333333333336,19.0,43.0,44.18604651162791,0.0,5.0,0.0,3.0,11.0,27.272727272727273,41.0,13.0,30.0,43.0,24.0,8.0,14.0,0.0,14.0,25.0,14.0,-8.0,5.0,13.0
R. Abiera,AU,152.4666666666,23.0,76.0,30.263157894736842,9.0,28.0,32.142857142857146,14.0,48.0,29.166666666666668,17.0,24.0,70.83333333333333,77.0,3.0,15.0,18.0,7.0,12.0,6.0,1.0,7.0,14.0,14.0,-39.0,5.0,12.0
W. Miller,AU,107.6000000001,13.0,36.0,36.111111111111114,12.0,30.0,40.0,1.0,6.0,16.666666666666668,2.0,3.0,66.66666666666667,29.0,8.0,14.0,22.0,4.0,6.0,5.0,0.0,5.0,6.0,8.0,-4.0,4.0,12.0
