TEAM,MINS,FGM,FGA,2PM,2PA,3PM,3PA,FTM,FTA,PTS,OFF,DEF,REB,AST,TO,STL,BLK,STK,PF,Fls on:,+/-,GW,GP,W,L,FG%,2P%,3P%,FT%,W%
CSB,205.55555555555554,31.0,69.88888888888889,24.444444444444443,44.666666666666664,6.555555555555555,25.22222222222222,12.11111111111111,20.22222222222222,80.66666666666667,14.555555555555555,31.0,45.55555555555556,17.22222222222222,17.22222222222222,8.11111111111111,3.5555555555555554,11.666666666666666,18.22222222222222,18.555555555555557,11.666666666666666,96.0,9.0,7.0,2.0,44.3561208267,54.7263681592,25.9911894273,59.8901098901,0.7777777777777778
MU,200.0,26.875,68.75,18.625,38.875,8.25,29.875,15.375,23.5,77.375,13.125,27.125,40.25,15.75,12.625,8.125,1.875,10.0,25.125,19.75,3.5,71.0,8.0,6.0,2.0,39.0909090909,47.9099678457,27.6150627615,65.4255319149,0.75
CSJL,208.33333333333334,26.555555555555557,65.44444444444444,19.666666666666668,38.333333333333336,6.888888888888889,27.11111111111111,14.666666666666666,19.0,74.66666666666667,9.88888888888889,29.555555555555557,39.44444444444444,15.88888888888889,15.0,5.666666666666667,5.0,10.666666666666666,20.444444444444443,18.22222222222222,1.7777777777777777,77.0,9.0,6.0,3.0,40.5772495756,51.3043478261,25.4098360656,77.1929824561,0.6666666666666666
SBU,203.125,24.375,63.625,16.0,36.5,8.375,27.125,12.875,22.375,70.0,11.875,30.75,42.625,12.5,12.0,4.25,2.875,7.125,17.625,21.25,3.25,67.0,8.0,5.0,3.0,38.3104125737,43.8356164384,30.8755760369,57.541899441300004,0.625
League,204.06976744186048,26.91860465116279,69.67441860465117,20.069767441860467,43.33720930232558,6.848837209302325,26.337209302325583,14.837209302325581,22.86046511627907,75.5232558139535,12.058139534883722,27.24418604651163,39.30232558139535,15.697674418604652,13.453488372093025,7.813953488372094,3.186046511627907,11.0,20.825581395348838,20.511627906976745,0.0,55.8,8.6,4.3,4.3,38.6348464619,46.3107056614,26.004415011,64.9033570702,0.5
LPU,202.77777777777777,28.22222222222222,70.55555555555556,20.0,40.44444444444444,8.222222222222221,30.11111111111111,17.0,24.333333333333332,81.66666666666667,9.222222222222221,25.444444444444443,34.666666666666664,17.11111111111111,10.88888888888889,7.555555555555555,1.7777777777777777,9.333333333333334,20.11111111111111,21.333333333333332,-3.4444444444444446,50.0,9.0,4.0,5.0,40.0,49.4505494505,27.3062730627,69.8630136986,0.4444444444444444
UPHSD,208.33333333333334,24.555555555555557,68.33333333333333,18.666666666666668,44.111111111111114,5.888888888888889,24.22222222222222,11.333333333333334,18.11111111111111,66.33333333333333,12.11111111111111,30.22222222222222,42.333333333333336,16.666666666666668,14.222222222222221,7.555555555555555,3.5555555555555554,11.11111111111111,17.444444444444443,17.77777777777778,-1.4444444444444444,48.0,9.0,4.0,5.0,35.9349593496,42.3173803526,24.3119266055,62.5766871166,0.4444444444444444
EAC,203.125,24.75,73.0,16.875,43.875,7.875,29.125,13.75,24.5,71.125,12.25,26.375,38.625,16.0,12.625,7.375,4.125,11.5,23.25,21.5,-2.875,41.0,8.0,3.0,5.0,33.904109589,38.4615384615,27.0386266094,56.1224489796,0.375
AU,205.55555555555554,29.444444444444443,71.66666666666667,25.0,53.55555555555556,4.444444444444445,18.11111111111111,14.88888888888889,26.333333333333332,78.22222222222223,11.222222222222221,26.333333333333332,37.55555555555556,14.777777777777779,13.222222222222221,10.222222222222221,2.6666666666666665,12.88888888888889,21.0,23.555555555555557,-1.2222222222222223,38.0,9.0,3.0,6.0,41.0852713178,46.6804979253,24.5398773006,56.5400843882,0.3333333333333333
JRU,200.0,25.666666666666668,68.55555555555556,19.88888888888889,47.333333333333336,5.777777777777778,21.22222222222222,19.22222222222222,27.77777777777778,76.33333333333333,13.11111111111111,22.666666666666668,35.77777777777778,17.0,14.666666666666666,8.777777777777779,4.555555555555555,13.333333333333334,19.555555555555557,23.11111111111111,-4.111111111111111,44.0,9.0,3.0,6.0,37.4392220421,42.0187793427,27.2251308901,69.2,0.3333333333333333
SSCR,203.125,27.25,77.375,20.625,44.625,6.625,32.75,17.125,22.625,78.25,13.5,22.75,36.25,13.5,11.5,10.375,1.625,12.0,26.5,20.125,-7.5,26.0,8.0,2.0,6.0,35.2180936995,46.218487395,20.2290076336,75.6906077348,0.25
