,TEAM,MINS,FGM,FGA,FG%,2PM,2PA,2P%,3PM,3PA,3P%,FTM,FTA,FT%,PTS,OFF,DEF,REB,AST,TO,STL,BLK,STK,PF,Fls on:,+/-,GW,GP
A. Acop,AU,45.4499999999,3.0,13.0,23.076923076923077,3.0,10.0,30.0,0.0,3.0,0.0,3.0,4.0,75.0,9.0,5.0,4.0,9.0,8.0,1.0,3.0,0.0,3.0,4.0,5.0,9.0,1.0,9.0
C. Libang,AU,94.0000000001,14.0,31.0,45.16129032258065,14.0,29.0,48.275862068965516,0.0,2.0,0.0,2.0,9.0,22.22222222222222,30.0,9.0,11.0,20.0,4.0,5.0,7.0,0.0,7.0,14.0,11.0,-30.0,6.0,15.0
J. Capulong,AU,401.6500000001,70.0,164.0,42.68292682926829,62.0,129.0,48.06201550387597,8.0,35.0,22.857142857142858,40.0,75.0,53.333333333333336,188.0,24.0,74.0,98.0,13.0,20.0,19.0,16.0,35.0,47.0,71.0,-52.0,6.0,16.0
J. De Leon,AU,27.4499999999,2.0,5.0,40.0,1.0,2.0,50.0,1.0,3.0,33.333333333333336,3.0,4.0,75.0,8.0,1.0,2.0,3.0,5.0,2.0,3.0,0.0,3.0,3.0,4.0,1.0,1.0,6.0
J. Dela Cruz,AU,11.6666666667,1.0,4.0,25.0,1.0,4.0,25.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,-14.0,2.0,5.0
J. Espiritu,AU,16.366666666500002,1.0,5.0,20.0,0.0,3.0,0.0,1.0,2.0,50.0,0.0,0.0,0.0,3.0,0.0,2.0,2.0,3.0,1.0,0.0,0.0,0.0,4.0,0.0,-26.0,0.0,7.0
B. Rosalin,AU,5.2333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-12.0,2.0,3.0
K. Flores,AU,37.46666666670001,6.0,18.0,33.333333333333336,5.0,12.0,41.666666666666664,1.0,6.0,16.666666666666668,0.0,1.0,0.0,13.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,6.0,1.0,-20.0,3.0,6.0
K. Vinoya,AU,387.5833333334,60.0,144.0,41.666666666666664,43.0,84.0,51.19047619047619,17.0,60.0,28.333333333333332,22.0,42.0,52.38095238095238,159.0,10.0,59.0,69.0,27.0,31.0,18.0,4.0,22.0,36.0,35.0,2.0,6.0,16.0
J. Hernal,AU,245.1000000001,25.0,65.0,38.46153846153846,25.0,59.0,42.3728813559322,0.0,6.0,0.0,29.0,54.0,53.7037037037037,79.0,33.0,39.0,72.0,17.0,12.0,14.0,11.0,25.0,37.0,39.0,-5.0,6.0,15.0
A. Estacio,AU,26.5333333334,2.0,6.0,33.333333333333336,2.0,6.0,33.333333333333336,0.0,0.0,0.0,2.0,4.0,50.0,6.0,1.0,4.0,5.0,0.0,1.0,1.0,0.0,1.0,5.0,5.0,-16.0,1.0,7.0
Y. Camay,AU,228.88333333330002,27.0,62.0,43.54838709677419,23.0,40.0,57.5,4.0,22.0,18.181818181818183,17.0,26.0,65.38461538461539,75.0,6.0,16.0,22.0,23.0,18.0,7.0,1.0,8.0,28.0,27.0,11.0,6.0,16.0
A. Borromeo,AU,281.6333333333,25.0,57.0,43.85964912280702,25.0,51.0,49.01960784313726,0.0,6.0,0.0,4.0,13.0,30.76923076923077,54.0,18.0,36.0,54.0,28.0,10.0,15.0,1.0,16.0,31.0,21.0,-1.0,6.0,16.0
R. Abiera,AU,191.2666666665,25.0,96.0,26.041666666666668,10.0,34.0,29.41176470588235,15.0,62.0,24.193548387096776,23.0,32.0,71.875,88.0,5.0,17.0,22.0,11.0,12.0,7.0,1.0,8.0,15.0,18.0,-48.0,6.0,15.0
W. Miller,AU,124.61666666669998,14.0,40.0,35.0,12.0,31.0,38.70967741935484,2.0,9.0,22.22222222222222,4.0,7.0,57.142857142857146,34.0,8.0,16.0,24.0,4.0,6.0,5.0,0.0,5.0,7.0,10.0,-10.0,5.0,15.0
T. Ongotan,AU,400.8833333332,73.0,188.0,38.829787234042556,67.0,140.0,47.857142857142854,6.0,48.0,12.5,42.0,62.0,67.74193548387096,194.0,41.0,52.0,93.0,31.0,24.0,29.0,8.0,37.0,37.0,55.0,-13.0,6.0,16.0
E. Geronimo,AU,319.4666666667,42.0,84.0,50.0,37.0,66.0,56.06060606060606,5.0,18.0,27.77777777777778,13.0,25.0,52.0,102.0,13.0,23.0,36.0,27.0,23.0,11.0,3.0,14.0,17.0,19.0,-7.0,6.0,16.0
